Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.1,2.4,70,NNE,22 12,35 19,1003.9,6.2,2023-09-20
11:00 pm,8.0,2.0,73,NNE,24 13,41 22,1003.4,6.2,2023-09-20
10:30 pm,7.7,1.7,73,NNE,24 13,35 19,1002.8,6.2,2023-09-20
10:00 pm,7.8,1.0,71,N,28 15,41 22,1002.6,6.2,2023-09-20
9:30 pm,7.7,1.3,74,N,26 14,35 19,1002.9,6.2,2023-09-20
9:00 pm,7.7,2.7,74,NNE,19 10,28 15,1002.5,6.2,2023-09-20
8:30 pm,7.6,2.9,73,N,17 9,28 15,1002.3,6.2,2023-09-20
8:00 pm,7.7,2.1,73,NNW,22 12,39 21,1001.5,6.2,2023-09-20
7:30 pm,7.6,1.6,76,NNW,24 13,39 21,1000.9,6.2,2023-09-20
7:02 pm,7.8,0.1,74,NW,33 18,57 31,1000.5,6.2,2023-09-20
7:00 pm,7.9,0.2,73,NW,33 18,50 27,1000.5,6.2,2023-09-20
6:53 pm,7.7,1.0,76,NW,28 15,48 26,1000.6,6.2,2023-09-20
6:30 pm,7.4,1.2,80,NW,26 14,37 20,1000.7,6.2,2023-09-20
6:00 pm,7.6,1.4,80,NW,26 14,35 19,1000.6,6.2,2023-09-20
5:30 pm,7.7,2.3,79,NW,22 12,30 16,1000.3,5.8,2023-09-20
5:00 pm,8.3,3.4,76,WNW,19 10,33 18,1000.0,5.8,2023-09-20
4:30 pm,8.8,4.6,81,NW,17 9,26 14,999.4,5.0,2023-09-20
4:00 pm,8.8,4.6,80,NW,17 9,26 14,999.0,5.0,2023-09-20
3:30 pm,9.5,4.8,79,NW,20 11,30 16,998.3,4.4,2023-09-20
3:00 pm,8.6,3.8,75,NW,19 10,32 17,998.3,3.6,2023-09-20
2:30 pm,10.6,2.7,66,WNW,35 19,54 29,997.5,2.0,2023-09-20
2:01 pm,10.2,3.5,73,NW,30 16,48 26,996.7,1.8,2023-09-20
2:00 pm,10.2,3.5,74,NW,30 16,44 24,996.8,1.8,2023-09-20
1:49 pm,10.8,4.3,66,WNW,28 15,48 26,996.6,1.4,2023-09-20
1:30 pm,9.5,3.2,77,NW,28 15,39 21,996.3,1.4,2023-09-20
1:00 pm,11.4,3.8,59,NW,33 18,54 29,995.4,0.4,2023-09-20
12:30 pm,12.3,4.1,51,NW,35 19,59 32,994.8,0.4,2023-09-20
12:25 pm,13.0,6.1,48,NW,28 15,50 27,994.5,0.4,2023-09-20
12:13 pm,12.8,5.0,51,NW,33 18,56 30,994.4,0.4,2023-09-20
12:02 pm,12.6,4.0,50,WNW,37 20,57 31,994.7,0.4,2023-09-20
12:00 pm,12.5,4.2,50,WNW,35 19,52 28,994.6,0.4,2023-09-20
11:36 am,11.3,3.5,55,NW,33 18,54 29,994.5,0.4,2023-09-20
11:30 am,11.8,4.0,51,NNW,32 17,46 25,994.4,0.4,2023-09-20
11:00 am,11.6,4.9,57,NW,28 15,43 23,994.1,0.4,2023-09-20
10:30 am,9.8,2.5,69,WNW,32 17,52 28,994.2,0.4,2023-09-20
10:00 am,10.4,1.9,52,NW,35 19,61 33,993.8,0.0,2023-09-20
9:42 am,9.4,-0.6,57,WNW,43 23,70 38,994.2,0.0,2023-09-20
9:33 am,10.6,0.6,51,W,43 23,72 39,993.7,0.0,2023-09-20
9:30 am,10.6,1.0,51,WNW,41 22,72 39,993.6,0.0,2023-09-20
9:00 am,11.3,2.6,45,WNW,35 19,57 31,992.7,11.8,2023-09-20
8:30 am,10.8,2.8,48,WNW,32 17,56 30,992.8,11.8,2023-09-20
8:00 am,10.1,2.4,50,WNW,30 16,48 26,992.6,11.8,2023-09-20
7:30 am,9.7,1.0,49,WNW,35 19,54 29,992.4,11.8,2023-09-20
7:03 am,8.9,1.7,55,WNW,28 15,54 29,991.5,11.8,2023-09-20
7:00 am,8.7,2.3,59,WNW,24 13,43 23,991.5,11.8,2023-09-20
6:30 am,8.0,0.2,65,NW,32 17,61 33,990.8,11.8,2023-09-20
