Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,21.0,16.3,31,ESE,17 9,28 15,1025.0,0.0,2023-12-09
11:00 pm,21.7,17.7,29,ESE,13 7,24 13,1024.8,0.0,2023-12-09
10:30 pm,22.1,18.5,28,ESE,11 6,20 11,1024.9,0.0,2023-12-09
10:00 pm,22.5,18.8,27,SE,11 6,22 12,1024.7,0.0,2023-12-09
9:30 pm,22.5,19.6,27,SE,7 4,11 6,1024.7,0.0,2023-12-09
9:00 pm,22.8,19.5,26,SE,9 5,13 7,1024.4,0.0,2023-12-09
8:30 pm,23.9,20.7,22,SE,7 4,13 7,1024.3,0.0,2023-12-09
8:00 pm,24.1,20.8,21,SE,7 4,15 8,1024.1,0.0,2023-12-09
7:30 pm,25.1,21.4,19,ESE,9 5,19 10,1023.9,0.0,2023-12-09
7:00 pm,25.7,21.8,17,ESE,9 5,20 11,1023.6,0.0,2023-12-09
6:30 pm,26.9,22.7,16,ESE,11 6,20 11,1023.2,0.0,2023-12-09
6:00 pm,27.4,22.9,16,ESE,13 7,28 15,1022.9,0.0,2023-12-09
5:30 pm,27.6,23.1,16,ESE,13 7,26 14,1022.6,0.0,2023-12-09
5:00 pm,28.0,23.3,17,SE,15 8,32 17,1022.5,0.0,2023-12-09
4:30 pm,27.6,22.9,18,ESE,15 8,24 13,1022.6,0.0,2023-12-09
