Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.0,13.4,96,NNE,2 1,7 4,1018.9,0.0,2025-04-23
11:00 pm,12.5,13.0,95,CALM,0 0,0 0,1019.2,0.0,2025-04-23
10:30 pm,12.8,13.3,93,CALM,0 0,0 0,1019.5,0.0,2025-04-23
10:00 pm,13.2,13.9,94,CALM,0 0,0 0,1019.8,0.0,2025-04-23
9:30 pm,13.7,14.4,91,CALM,0 0,0 0,1020.0,0.0,2025-04-23
9:00 pm,14.1,14.9,90,CALM,0 0,0 0,1020.0,0.0,2025-04-23
8:30 pm,14.8,15.6,87,CALM,0 0,0 0,1020.2,0.0,2025-04-23
8:00 pm,15.6,16.4,83,CALM,0 0,6 3,1020.2,0.0,2025-04-23
7:30 pm,16.4,16.0,80,S,7 4,11 6,1020.3,0.0,2025-04-23
7:00 pm,16.9,16.5,78,S,7 4,11 6,1020.1,0.0,2025-04-23
6:30 pm,17.5,16.6,73,SSW,9 5,13 7,1020.0,0.0,2025-04-23
6:00 pm,17.8,16.9,71,SSW,9 5,17 9,1019.9,0.0,2025-04-23
5:30 pm,18.5,17.5,67,SW,9 5,15 8,1019.7,0.0,2025-04-23
5:00 pm,19.2,18.3,65,SW,9 5,15 8,1019.7,0.0,2025-04-23
4:30 pm,20.4,19.5,61,SW,9 5,19 10,1019.6,0.0,2025-04-23
4:00 pm,20.4,19.0,59,SW,11 6,19 10,1019.7,0.0,2025-04-23
3:30 pm,20.8,19.7,61,SW,11 6,17 9,1019.9,0.0,2025-04-23
3:00 pm,20.9,19.5,62,WSW,13 7,19 10,1020.0,0.0,2025-04-23
2:30 pm,20.7,18.8,61,WSW,15 8,20 11,1020.1,0.0,2025-04-23
2:00 pm,21.0,19.4,59,SW,13 7,20 11,1020.3,0.0,2025-04-23
1:30 pm,20.9,18.9,59,WSW,15 8,24 13,1020.6,0.0,2025-04-23
1:00 pm,20.9,19.5,57,WSW,11 6,20 11,1021.2,0.0,2025-04-23
12:30 pm,21.1,19.8,58,SW,11 6,17 9,1021.7,0.0,2025-04-23
12:00 pm,20.8,19.9,55,SSW,7 4,9 5,1022.3,0.0,2025-04-23
11:30 am,19.9,19.6,58,SSW,4 2,9 5,1022.8,0.0,2025-04-23
11:00 am,19.8,19.4,62,WSW,6 3,9 5,1023.2,0.0,2025-04-23
10:30 am,19.6,19.6,63,WSW,4 2,7 4,1023.6,0.0,2025-04-23
10:00 am,18.3,17.3,68,E,9 5,15 8,1024.0,0.0,2025-04-23
9:30 am,17.5,16.4,69,E,9 5,15 8,1024.2,0.0,2025-04-23
9:00 am,17.0,16.3,73,ESE,7 4,13 7,1024.5,0.0,2025-04-23
8:30 am,16.0,15.3,77,NE,7 4,11 6,1024.6,0.0,2025-04-23
8:00 am,13.7,13.2,90,ENE,6 3,9 5,1024.6,0.0,2025-04-23
7:30 am,12.1,11.3,94,ENE,6 3,9 5,1024.4,0.0,2025-04-23
7:00 am,10.8,11.0,98,CALM,0 0,0 0,1024.3,0.0,2025-04-23
6:30 am,10.7,10.9,98,CALM,0 0,0 0,1024.2,0.0,2025-04-23
6:00 am,9.9,9.8,96,CALM,0 0,0 0,1023.9,0.0,2025-04-23
5:30 am,11.0,11.2,97,CALM,0 0,0 0,1023.7,0.0,2025-04-23
5:00 am,10.9,11.0,96,CALM,0 0,0 0,1023.5,0.0,2025-04-23
4:30 am,11.2,11.4,96,CALM,0 0,0 0,1023.2,0.0,2025-04-23
4:00 am,11.1,11.2,94,CALM,0 0,0 0,1023.1,0.0,2025-04-23
3:30 am,11.9,12.2,94,CALM,0 0,0 0,1023.3,0.0,2025-04-23
3:00 am,12.2,12.5,92,CALM,0 0,0 0,1023.4,0.0,2025-04-23
2:30 am,12.7,13.0,89,CALM,0 0,2 1,1023.7,0.0,2025-04-23
2:00 am,14.2,13.5,84,SSE,6 3,7 4,1023.9,0.0,2025-04-23
1:30 am,14.4,13.7,82,SSE,6 3,9 5,1024.2,0.0,2025-04-23
1:00 am,14.3,13.8,87,SSE,6 3,9 5,1024.5,0.0,2025-04-23
12:30 am,14.2,13.7,88,S,6 3,7 4,1024.8,0.0,2025-04-23
12:00 am,14.4,14.5,89,SSW,4 2,7 4,1024.9,0.0,2025-04-23
