Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.9,7.3,66,SSW,13 7,17 9,1011.7,1.0,2023-10-04
11:00 pm,10.8,7.6,67,SSW,11 6,20 11,1011.8,1.0,2023-10-04
10:30 pm,10.7,7.1,67,SSW,13 7,19 10,1011.3,1.0,2023-10-04
10:00 pm,10.7,6.6,66,SSW,15 8,22 12,1011.6,1.0,2023-10-04
9:30 pm,10.5,6.9,69,SSW,13 7,20 11,1011.9,1.0,2023-10-04
9:00 pm,10.1,6.2,72,SSW,15 8,24 13,1012.3,1.0,2023-10-04
8:30 pm,9.8,5.5,74,SSW,17 9,20 11,1012.4,1.0,2023-10-04
8:00 pm,9.8,4.9,72,SW,20 11,26 14,1012.3,1.0,2023-10-04
7:30 pm,9.8,6.5,79,SSW,13 7,17 9,1012.8,1.0,2023-10-04
7:00 pm,10.2,6.9,76,SSW,13 7,19 10,1013.0,1.0,2023-10-04
6:30 pm,10.3,6.6,76,SSW,15 8,20 11,1012.6,1.0,2023-10-04
6:00 pm,10.3,5.9,77,SSW,19 10,28 15,1012.0,1.0,2023-10-04
5:30 pm,10.5,6.4,75,S,17 9,22 12,1012.2,1.0,2023-10-04
5:00 pm,10.5,6.0,74,S,19 10,28 15,1012.3,1.0,2023-10-04
4:30 pm,10.4,5.8,77,S,20 11,26 14,1012.5,1.0,2023-10-04
4:00 pm,10.9,6.9,74,SSE,17 9,24 13,1013.0,0.6,2023-10-04
3:30 pm,11.5,5.6,68,SE,26 14,33 18,1013.2,0.6,2023-10-04
3:00 pm,12.1,7.3,64,SSE,20 11,26 14,1013.3,0.6,2023-10-04
2:30 pm,11.6,7.1,74,SE,20 11,28 15,1013.6,0.6,2023-10-04
2:00 pm,10.7,6.3,81,SE,20 11,30 16,1014.0,0.6,2023-10-04
1:30 pm,11.8,7.1,68,SSW,20 11,28 15,1013.8,0.6,2023-10-04
1:00 pm,11.0,6.4,74,SSW,20 11,28 15,1014.1,0.6,2023-10-04
12:30 pm,10.4,6.1,79,SSW,19 10,28 15,1014.8,0.6,2023-10-04
12:00 pm,10.4,6.5,81,SSW,17 9,28 15,1015.2,0.6,2023-10-04
11:30 am,9.9,5.7,85,ESE,19 10,30 16,1015.2,0.2,2023-10-04
11:00 am,11.3,6.8,71,SSW,19 10,24 13,1015.2,0.0,2023-10-04
10:30 am,11.8,7.7,60,S,15 8,22 12,1015.6,0.0,2023-10-04
10:00 am,11.9,8.5,58,S,11 6,20 11,1015.6,0.0,2023-10-04
9:30 am,11.8,7.5,56,SSW,15 8,22 12,1015.7,0.0,2023-10-04
9:00 am,12.0,8.1,55,SSW,13 7,19 10,1015.4,0.0,2023-10-04
8:30 am,11.9,7.6,55,S,15 8,20 11,1014.8,0.0,2023-10-04
8:00 am,10.4,7.7,64,SSW,7 4,11 6,1014.6,0.0,2023-10-04
7:30 am,9.7,7.2,67,SSW,6 3,9 5,1014.0,0.0,2023-10-04
7:00 am,9.4,6.9,69,S,6 3,7 4,1014.5,0.0,2023-10-04
6:30 am,9.0,6.3,69,WSW,7 4,9 5,1013.5,0.0,2023-10-04
6:00 am,9.1,6.3,67,SW,7 4,13 7,1013.1,0.0,2023-10-04
5:30 am,9.1,5.9,66,WSW,9 5,13 7,1013.2,0.0,2023-10-04
5:00 am,9.5,6.7,64,WSW,7 4,9 5,1012.7,0.0,2023-10-04
4:30 am,9.8,7.1,65,SSW,7 4,13 7,1012.8,0.0,2023-10-04
4:00 am,10.3,7.5,61,SSE,7 4,9 5,1012.9,0.0,2023-10-04
3:30 am,10.3,7.4,59,SSW,7 4,11 6,1012.9,0.0,2023-10-04
3:00 am,10.7,7.8,57,SSW,7 4,9 5,1012.8,0.0,2023-10-04
2:30 am,10.9,8.3,58,NE,6 3,9 5,1012.6,0.0,2023-10-04
2:00 am,11.4,8.7,55,W,6 3,11 6,1012.8,0.0,2023-10-04
1:30 am,11.6,6.4,58,NW,20 11,26 14,1012.6,0.0,2023-10-04
1:00 am,11.5,6.9,58,NW,17 9,24 13,1012.3,0.0,2023-10-04
12:30 am,11.1,8.4,60,WSW,7 4,9 5,1012.2,0.0,2023-10-04
12:00 am,11.8,7.9,57,WNW,13 7,17 9,1011.8,0.0,2023-10-04
