Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,7.2,1.0,82,NW,26 14,35 19,1010.4,20.4,2023-10-05
6:30 am,7.1,1.8,85,NNW,22 12,30 16,1009.7,20.4,2023-10-05
6:00 am,7.0,0.1,86,NW,30 16,37 20,1008.9,20.4,2023-10-05
5:30 am,7.0,0.9,87,NW,26 14,35 19,1008.2,20.4,2023-10-05
5:00 am,7.1,0.7,88,NNW,28 15,41 22,1007.1,20.4,2023-10-05
4:31 am,7.3,0.1,90,NW,33 18,43 23,1006.5,20.4,2023-10-05
4:30 am,7.3,0.1,90,NW,33 18,43 23,1006.5,20.4,2023-10-05
4:18 am,7.3,0.6,90,NW,30 16,43 23,1006.3,20.4,2023-10-05
4:00 am,7.4,0.2,90,NW,33 18,43 23,1005.7,20.4,2023-10-05
3:30 am,7.9,0.0,89,NW,37 20,50 27,1005.0,20.4,2023-10-05
3:00 am,8.3,-0.3,89,NW,41 22,50 27,1004.8,20.4,2023-10-05
2:30 am,8.9,0.5,90,NW,41 22,56 30,1004.2,20.4,2023-10-05
2:19 am,9.1,1.5,91,NNW,37 20,46 25,1004.0,20.4,2023-10-05
2:00 am,9.5,2.7,89,NW,33 18,41 22,1003.6,20.4,2023-10-05
1:30 am,9.5,3.4,93,NNW,30 16,37 20,1003.1,20.4,2023-10-05
1:00 am,9.2,3.9,96,NW,26 14,33 18,1003.1,20.0,2023-10-05
12:35 am,9.4,4.5,94,NNW,24 13,33 18,1002.8,18.6,2023-10-05
12:30 am,9.1,3.8,95,NW,26 14,35 19,1002.8,18.6,2023-10-05
12:00 am,9.4,4.8,91,NNW,22 12,37 20,1003.2,17.6,2023-10-05
