Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,23.1,20.3,48,NE,17 9,33 18,1013.8,0.0,2023-12-29
11:00 pm,24.0,22.3,45,ENE,11 6,26 14,1013.7,0.0,2023-12-29
10:30 pm,24.7,21.9,43,ESE,17 9,30 16,1013.9,0.0,2023-12-29
10:00 pm,25.7,22.8,40,ESE,17 9,33 18,1013.9,0.0,2023-12-29
9:30 pm,26.8,23.4,36,ESE,19 10,39 21,1013.7,0.0,2023-12-29
9:00 pm,27.4,24.7,34,SE,15 8,32 17,1013.4,0.0,2023-12-29
8:30 pm,27.9,25.1,33,SE,15 8,30 16,1013.3,0.0,2023-12-29
8:00 pm,28.4,25.2,32,SE,17 9,26 14,1013.2,0.0,2023-12-29
7:30 pm,28.9,26.9,31,SE,11 6,20 11,1013.1,0.0,2023-12-29
7:00 pm,29.6,26.9,30,ESE,15 8,35 19,1013.2,0.0,2023-12-29
6:30 pm,30.3,28.0,29,E,13 7,28 15,1013.0,0.0,2023-12-29
6:00 pm,30.7,28.1,29,ESE,15 8,30 16,1012.8,0.0,2023-12-29
5:30 pm,31.1,29.5,30,ESE,11 6,26 14,1013.0,0.0,2023-12-29
5:00 pm,31.0,29.1,31,E,13 7,24 13,1012.8,0.0,2023-12-29
4:30 pm,31.5,29.3,28,ESE,13 7,28 15,1012.7,0.0,2023-12-29
