Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,19.6,20.9,98,W,11 6,–,1016.5,20.0,2023-03-04
6:30 am,19.8,20.9,99,W,13 7,–,1016.1,20.0,2023-03-04
6:00 am,20.0,21.5,99,WNW,11 6,–,1016.0,19.8,2023-03-04
5:30 am,20.0,22.3,99,WNW,7 4,–,1015.7,19.8,2023-03-04
5:00 am,19.9,21.7,98,W,9 5,–,1015.6,18.2,2023-03-04
4:30 am,19.8,21.2,98,WNW,11 6,–,1015.7,18.2,2023-03-04
4:00 am,20.1,21.5,97,WNW,11 6,–,1015.6,18.2,2023-03-04
3:30 am,20.3,22.1,96,NE,9 5,–,1015.6,18.0,2023-03-04
3:00 am,20.6,23.5,95,NNW,4 2,–,1015.9,16.6,2023-03-04
2:30 am,21.0,23.2,91,SE,7 4,–,1016.0,14.8,2023-03-04
2:00 am,21.4,21.5,83,ESE,15 8,–,1016.1,14.8,2023-03-04
1:30 am,21.5,21.8,84,ESE,15 8,–,1016.3,14.8,2023-03-04
1:00 am,21.6,21.0,78,ESE,17 9,–,1016.5,14.8,2023-03-04
12:30 am,21.3,20.8,81,ESE,17 9,–,1016.8,14.8,2023-03-04
12:00 am,21.3,22.5,83,SE,9 5,–,1017.1,14.8,2023-03-04
