Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,23.1,21.8,41,NNE,6 3,9 5,1009.7,0.0,2023-03-18
6:00 am,24.4,22.2,35,NE,9 5,11 6,1009.5,0.0,2023-03-18
5:30 am,24.4,22.7,36,NE,7 4,11 6,1009.2,0.0,2023-03-18
5:00 am,24.4,23.2,35,N,4 2,7 4,1009.1,0.0,2023-03-18
4:30 am,27.9,24.8,21,N,9 5,17 9,1008.1,0.0,2023-03-18
4:00 am,28.3,24.7,20,NE,11 6,17 9,1007.1,0.0,2023-03-18
3:30 am,28.6,24.7,20,NE,13 7,19 10,1007.1,0.0,2023-03-18
3:00 am,28.7,24.4,20,NE,15 8,22 12,1007.2,0.0,2023-03-18
2:30 am,29.5,24.7,18,NE,17 9,30 16,1007.5,0.0,2023-03-18
2:00 am,29.6,24.7,20,NE,19 10,33 18,1008.0,0.0,2023-03-18
1:30 am,29.0,24.7,22,NE,17 9,28 15,1008.4,0.0,2023-03-18
1:00 am,28.3,24.9,24,NE,13 7,22 12,1009.0,0.0,2023-03-18
12:30 am,28.1,25.3,26,NE,11 6,19 10,1009.4,0.0,2023-03-18
12:00 am,28.1,24.6,27,NE,15 8,24 13,1009.5,0.0,2023-03-18
