Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,6.4,3.4,84,SSW,9 5,11 6,1005.1,0.0,2025-06-17
5:30 am,6.5,3.9,84,NNW,7 4,13 7,1004.8,0.0,2025-06-17
5:00 am,6.2,3.5,84,NW,7 4,11 6,1005.0,0.0,2025-06-17
4:30 am,6.7,4.2,82,NW,6 3,7 4,1005.4,0.0,2025-06-17
4:00 am,7.1,4.1,81,NW,9 5,9 5,1005.5,0.0,2025-06-17
3:30 am,6.9,3.8,80,WSW,9 5,11 6,1005.7,0.0,2025-06-17
3:00 am,7.5,3.7,78,WSW,13 7,15 8,1005.7,0.0,2025-06-17
2:30 am,7.1,4.6,78,NNW,6 3,7 4,1006.3,0.0,2025-06-17
2:00 am,7.7,5.6,77,SE,4 2,9 5,1006.3,0.0,2025-06-17
1:30 am,7.8,4.9,79,SSE,9 5,11 6,1006.8,0.0,2025-06-17
1:00 am,8.2,5.2,74,SSE,9 5,13 7,1006.9,0.0,2025-06-17
12:30 am,8.7,4.9,73,NNW,13 7,20 11,1006.7,0.0,2025-06-17
12:00 am,8.8,5.8,72,NNE,9 5,15 8,1007.1,0.0,2025-06-17
