Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,11.7,10.3,82,WSW,6 3,9 5,1022.8,0.0,2025-06-17
5:30 am,11.9,10.9,82,SW,4 2,7 4,1022.4,0.0,2025-06-17
5:00 am,12.1,11.1,81,SW,4 2,7 4,1022.0,0.0,2025-06-17
4:30 am,12.0,11.0,82,SW,4 2,9 5,1022.6,0.0,2025-06-17
4:00 am,12.0,11.4,82,SW,2 1,7 4,1022.5,0.0,2025-06-17
3:30 am,12.3,11.4,82,SW,4 2,6 3,1022.7,0.0,2025-06-17
3:00 am,12.5,11.7,82,SW,4 2,6 3,1022.8,0.0,2025-06-17
2:30 am,12.6,11.8,83,SW,4 2,6 3,1022.9,0.0,2025-06-17
2:00 am,12.6,12.3,84,SW,2 1,4 2,1023.1,0.0,2025-06-17
1:30 am,12.8,12.1,84,SW,4 2,6 3,1023.5,0.0,2025-06-17
1:00 am,13.1,12.9,84,SW,2 1,6 3,1023.5,0.0,2025-06-17
12:30 am,13.3,12.7,82,SW,4 2,7 4,1023.5,0.0,2025-06-17
12:00 am,13.4,13.2,83,WSW,2 1,6 3,1023.8,0.0,2025-06-17
