Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,10.2,6.8,75,NNW,13 7,24 13,1016.8,2.0,2025-06-17
5:30 am,10.3,7.6,73,N,9 5,15 8,1016.7,1.8,2025-06-17
5:00 am,10.6,6.8,71,N,15 8,28 15,1016.1,1.6,2025-06-17
4:30 am,10.6,7.2,72,N,13 7,26 14,1016.1,1.6,2025-06-17
4:00 am,10.6,6.8,71,N,15 8,28 15,1016.0,1.6,2025-06-17
3:30 am,10.5,6.6,71,N,15 8,26 14,1015.8,1.6,2025-06-17
3:00 am,10.3,6.4,71,N,15 8,22 12,1015.8,1.6,2025-06-17
2:30 am,10.2,6.6,71,N,13 7,19 10,1016.0,1.6,2025-06-17
2:00 am,9.4,6.7,76,NE,9 5,17 9,1016.2,1.6,2025-06-17
1:30 am,9.2,6.5,77,NNE,9 5,13 7,1016.1,1.6,2025-06-17
1:00 am,9.5,6.4,77,NNE,11 6,15 8,1016.4,1.6,2025-06-17
12:30 am,9.7,6.3,76,N,13 7,22 12,1016.6,1.6,2025-06-17
12:00 am,9.7,6.2,75,N,13 7,19 10,1016.7,1.6,2025-06-17
