Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.6,11.7,90,CALM,0 0,0 0,1020.4,0.0,2023-08-06
11:00 pm,12.1,12.2,88,CALM,0 0,0 0,1020.7,0.0,2023-08-06
10:30 pm,12.8,12.6,86,SW,2 1,7 4,1021.0,0.0,2023-08-06
10:00 pm,13.1,12.5,84,SW,4 2,7 4,1021.4,0.0,2023-08-06
9:30 pm,13.8,12.8,80,SW,6 3,7 4,1021.6,0.0,2023-08-06
9:00 pm,14.5,13.9,76,SW,4 2,9 5,1021.7,0.0,2023-08-06
8:30 pm,15.1,14.0,75,SW,7 4,9 5,1021.8,0.0,2023-08-06
8:00 pm,14.1,13.1,81,SW,7 4,9 5,1022.0,0.0,2023-08-06
7:30 pm,14.1,14.3,79,CALM,0 0,0 0,1022.2,0.0,2023-08-06
7:00 pm,14.8,15.0,76,CALM,0 0,0 0,1022.0,0.0,2023-08-06
6:30 pm,15.8,15.9,69,CALM,0 0,0 0,1021.8,0.0,2023-08-06
6:00 pm,17.2,16.1,63,SW,6 3,9 5,1021.7,0.0,2023-08-06
5:30 pm,18.7,17.5,58,SW,7 4,11 6,1021.5,0.0,2023-08-06
5:00 pm,20.3,19.0,52,SW,7 4,13 7,1021.5,0.0,2023-08-06
4:30 pm,21.2,19.8,47,SW,7 4,9 5,1021.7,0.0,2023-08-06
