Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,8.3,7.9,100,CALM,0 0,0 0,1035.7,1.2,2024-07-30
5:30 am,8.4,8.0,100,CALM,0 0,0 0,1035.5,1.2,2024-07-30
5:00 am,8.2,7.8,100,CALM,0 0,0 0,1035.3,1.2,2024-07-30
4:30 am,8.1,7.7,100,CALM,0 0,0 0,1035.3,1.2,2024-07-30
4:00 am,8.1,7.7,100,CALM,0 0,0 0,1035.1,1.2,2024-07-30
3:30 am,7.3,6.7,100,CALM,0 0,0 0,1034.9,1.2,2024-07-30
3:00 am,7.7,7.2,100,CALM,0 0,0 0,1034.6,1.2,2024-07-30
2:30 am,8.6,8.3,100,CALM,0 0,0 0,1034.6,1.2,2024-07-30
2:00 am,9.2,9.0,100,CALM,0 0,0 0,1034.7,1.2,2024-07-30
1:30 am,9.2,9.0,100,CALM,0 0,0 0,1034.7,1.2,2024-07-30
1:00 am,9.1,8.9,100,CALM,0 0,0 0,1034.6,1.2,2024-07-30
12:41 am,8.9,8.7,100,CALM,0 0,0 0,1034.6,1.2,2024-07-30
12:30 am,9.0,8.8,100,CALM,0 0,0 0,1034.5,1.2,2024-07-30
12:28 am,9.0,8.8,100,CALM,0 0,0 0,1034.6,1.2,2024-07-30
12:15 am,8.8,8.5,100,CALM,0 0,0 0,1034.6,1.2,2024-07-30
12:00 am,8.8,8.5,100,CALM,0 0,0 0,1034.5,1.2,2024-07-30
