Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,7.5,5.7,77,NE,2 1,7 4,1024.9,0.0,2024-06-16
11:00 pm,9.2,6.6,71,ENE,7 4,11 6,1025.1,0.0,2024-06-16
10:30 pm,9.5,6.5,70,NE,9 5,11 6,1025.2,0.0,2024-06-16
10:00 pm,9.8,7.2,69,NE,7 4,11 6,1025.2,0.0,2024-06-16
9:30 pm,9.9,6.9,68,ENE,9 5,13 7,1025.2,0.0,2024-06-16
9:00 pm,9.6,7.0,70,ENE,7 4,13 7,1025.0,0.0,2024-06-16
8:30 pm,9.4,6.9,72,ENE,7 4,11 6,1024.9,0.0,2024-06-16
8:00 pm,10.5,7.2,67,E,11 6,15 8,1024.8,0.0,2024-06-16
7:30 pm,10.7,7.4,67,E,11 6,17 9,1024.9,0.0,2024-06-16
7:00 pm,10.7,7.8,67,E,9 5,11 6,1024.8,0.0,2024-06-16
6:30 pm,10.9,8.4,67,E,7 4,11 6,1024.7,0.0,2024-06-16
6:00 pm,11.4,8.2,65,E,11 6,15 8,1024.5,0.0,2024-06-16
5:30 pm,11.9,9.2,65,ESE,9 5,15 8,1024.4,0.0,2024-06-16
5:00 pm,12.7,10.0,63,NE,9 5,11 6,1024.0,0.0,2024-06-16
4:30 pm,13.9,10.9,58,NE,11 6,13 7,1023.7,0.0,2024-06-16
4:00 pm,15.7,15.2,59,CALM,0 0,9 5,1023.4,0.0,2024-06-16
3:30 pm,15.2,12.8,58,WNW,9 5,13 7,1023.2,0.0,2024-06-16
3:00 pm,15.7,13.5,59,W,9 5,11 6,1023.2,0.0,2024-06-16
2:30 pm,15.4,12.9,63,W,11 6,17 9,1023.3,0.0,2024-06-16
2:00 pm,15.4,13.2,61,W,9 5,19 10,1023.3,0.0,2024-06-16
1:30 pm,15.4,13.0,58,WSW,9 5,17 9,1023.6,0.0,2024-06-16
1:00 pm,15.1,13.1,59,SW,7 4,13 7,1024.0,0.0,2024-06-16
12:30 pm,15.8,15.0,61,SE,2 1,7 4,1024.5,0.0,2024-06-16
12:00 pm,14.5,13.0,59,SSE,4 2,7 4,1025.0,0.0,2024-06-16
11:30 am,14.2,12.7,61,WNW,4 2,7 4,1025.3,0.0,2024-06-16
11:00 am,14.1,12.2,62,N,6 3,9 5,1025.6,0.0,2024-06-16
10:30 am,13.3,11.7,70,NNW,6 3,9 5,1025.8,0.0,2024-06-16
10:00 am,12.1,10.5,77,NW,6 3,7 4,1025.8,0.0,2024-06-16
9:30 am,10.9,9.9,86,WNW,4 2,7 4,1025.8,0.0,2024-06-16
9:00 am,9.6,9.3,93,CALM,0 0,0 0,1025.4,0.2,2024-06-16
8:30 am,7.0,6.3,100,CALM,0 0,0 0,1025.1,0.2,2024-06-16
8:00 am,5.7,4.7,100,CALM,0 0,0 0,1024.7,0.2,2024-06-16
7:51 am,5.3,4.2,99,CALM,0 0,0 0,1024.6,0.2,2024-06-16
7:31 am,5.1,3.9,98,CALM,0 0,0 0,1024.4,0.2,2024-06-16
7:30 am,5.2,4.1,99,CALM,0 0,0 0,1024.4,0.2,2024-06-16
7:00 am,5.4,4.3,98,CALM,0 0,0 0,1024.3,0.2,2024-06-16
6:30 am,5.6,4.5,98,CALM,0 0,0 0,1024.1,0.0,2024-06-16
6:00 am,5.9,4.9,97,CALM,0 0,0 0,1023.8,0.0,2024-06-16
