Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,26.0,24.1,41,NE,13 7,20 11,1011.5,0.0,2024-12-05
6:00 am,26.0,24.4,40,NE,11 6,19 10,1011.1,0.0,2024-12-05
5:30 am,25.9,23.2,38,ENE,15 8,26 14,1010.7,0.0,2024-12-05
5:00 am,25.6,23.0,36,NE,13 7,22 12,1010.6,0.0,2024-12-05
4:30 am,25.8,22.7,34,NE,15 8,26 14,1010.6,0.0,2024-12-05
4:00 am,26.4,23.1,31,NE,15 8,24 13,1010.6,0.0,2024-12-05
3:30 am,26.1,22.2,30,ENE,17 9,24 13,1010.7,0.0,2024-12-05
3:00 am,25.8,22.5,29,NE,13 7,20 11,1011.0,0.0,2024-12-05
2:30 am,26.1,22.0,25,NE,15 8,20 11,1011.0,0.0,2024-12-05
2:00 am,25.8,21.8,23,NE,13 7,20 11,1011.3,0.0,2024-12-05
1:30 am,26.1,21.7,22,NE,15 8,26 14,1011.3,0.0,2024-12-05
1:00 am,26.1,21.7,22,NE,15 8,26 14,1011.5,0.0,2024-12-05
12:30 am,25.7,21.6,22,NE,13 7,19 10,1011.5,0.0,2024-12-05
12:00 am,24.5,21.8,24,NNE,6 3,9 5,1011.5,0.0,2024-12-05
