Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,17.5,16.6,47,CALM,0 0,0 0,1017.3,0.0,2023-12-05
11:00 pm,17.9,16.6,46,S,2 1,6 3,1017.5,0.0,2023-12-05
10:30 pm,18.5,17.7,46,CALM,0 0,4 2,1017.4,0.0,2023-12-05
10:00 pm,20.2,17.4,33,SSE,7 4,15 8,1017.5,0.0,2023-12-05
9:30 pm,20.4,16.5,33,SE,13 7,28 15,1017.6,0.0,2023-12-05
9:00 pm,20.6,17.1,32,SE,11 6,20 11,1017.3,0.0,2023-12-05
8:30 pm,21.2,17.4,37,S,15 8,24 13,1017.1,0.0,2023-12-05
8:00 pm,22.9,19.7,31,SSE,11 6,19 10,1016.5,0.0,2023-12-05
7:30 pm,24.8,21.3,29,SSE,13 7,22 12,1016.0,0.0,2023-12-05
7:00 pm,26.0,22.9,27,SE,11 6,15 8,1015.7,0.0,2023-12-05
