Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,10.0,8.7,75,NNW,2 1,7 4,1017.1,0.0,2025-10-07
6:30 am,10.1,7.8,73,N,7 4,11 6,1016.9,0.0,2025-10-07
6:00 am,10.3,7.6,73,N,9 5,15 8,1016.7,0.0,2025-10-07
5:30 am,10.7,9.0,71,N,4 2,9 5,1016.5,0.0,2025-10-07
5:00 am,11.1,10.1,68,CALM,0 0,9 5,1016.6,0.0,2025-10-07
4:30 am,11.1,9.7,68,W,2 1,9 5,1016.6,0.0,2025-10-07
4:00 am,10.9,9.1,68,WNW,4 2,7 4,1016.8,0.0,2025-10-07
3:30 am,11.1,8.6,66,WNW,7 4,15 8,1017.0,0.0,2025-10-07
3:00 am,11.2,8.9,65,NW,6 3,11 6,1017.3,0.0,2025-10-07
2:30 am,11.6,9.1,64,WNW,7 4,13 7,1017.7,0.0,2025-10-07
2:00 am,11.7,9.2,63,WNW,7 4,17 9,1018.0,0.0,2025-10-07
1:30 am,11.8,8.9,61,WSW,9 5,15 8,1018.4,0.0,2025-10-07
1:00 am,11.7,9.1,61,W,7 4,13 7,1018.4,0.0,2025-10-07
12:30 am,11.9,9.9,61,W,4 2,9 5,1018.6,0.0,2025-10-07
12:00 am,11.9,10.4,70,WSW,4 2,9 5,1018.8,0.0,2025-10-07
