Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,24.7,20.3,20,NNE,13 7,22 12,1016.3,0.0,2023-09-08
3:30 pm,24.7,20.7,20,NNE,11 6,20 11,1016.4,0.0,2023-09-08
3:00 pm,24.9,20.4,19,NNE,13 7,26 14,1016.4,0.0,2023-09-08
2:30 pm,24.5,19.9,22,NE,15 8,24 13,1016.6,0.0,2023-09-08
2:00 pm,24.5,20.4,23,NNE,13 7,22 12,1017.1,0.0,2023-09-08
1:30 pm,23.6,19.3,27,NE,15 8,24 13,1017.5,0.0,2023-09-08
1:00 pm,22.8,17.5,25,NE,19 10,32 17,1017.9,0.0,2023-09-08
12:30 pm,22.2,16.7,26,NE,20 11,32 17,1018.5,0.0,2023-09-08
12:00 pm,21.3,16.1,31,NE,20 11,30 16,1019.2,0.0,2023-09-08
11:30 am,20.8,15.4,30,NE,20 11,33 18,1019.7,0.0,2023-09-08
11:00 am,20.6,15.9,31,NE,17 9,32 17,1020.4,0.0,2023-09-08
10:30 am,19.4,14.2,32,NE,19 10,30 16,1021.1,0.0,2023-09-08
10:00 am,18.2,12.5,36,NNE,22 12,37 20,1021.7,0.0,2023-09-08
9:30 am,17.2,11.5,33,NE,20 11,33 18,1021.8,0.0,2023-09-08
9:00 am,16.2,10.6,36,NE,20 11,32 17,1022.6,0.0,2023-09-08
8:30 am,15.4,9.9,36,NE,19 10,28 15,1022.9,0.0,2023-09-08
8:00 am,13.6,10.8,50,NE,7 4,15 8,1022.8,0.0,2023-09-08
7:30 am,12.2,8.8,50,NE,9 5,13 7,1022.6,0.0,2023-09-08
7:00 am,11.1,7.6,51,ENE,9 5,15 8,1022.5,0.0,2023-09-08
6:30 am,9.2,7.1,58,ENE,2 1,9 5,1022.4,0.0,2023-09-08
6:00 am,9.8,6.9,56,ENE,6 3,9 5,1022.5,0.0,2023-09-08
5:30 am,7.7,4.8,70,ENE,7 4,11 6,1022.7,0.0,2023-09-08
5:00 am,8.4,6.9,68,CALM,0 0,0 0,1022.6,0.0,2023-09-08
4:30 am,9.2,6.8,61,ENE,4 2,7 4,1022.7,0.0,2023-09-08
4:00 am,9.5,6.8,61,E,6 3,9 5,1022.7,0.0,2023-09-08
3:30 am,9.6,7.3,61,E,4 2,7 4,1022.9,0.0,2023-09-08
3:00 am,9.3,7.1,65,ESE,4 2,7 4,1023.2,0.0,2023-09-08
2:30 am,9.3,7.8,65,CALM,0 0,0 0,1023.3,0.0,2023-09-08
2:00 am,10.0,7.4,63,ESE,6 3,9 5,1023.6,0.0,2023-09-08
1:30 am,10.5,7.7,61,E,7 4,11 6,1023.9,0.0,2023-09-08
1:00 am,11.1,8.4,60,E,7 4,13 7,1024.4,0.0,2023-09-08
12:30 am,10.9,8.2,62,E,7 4,11 6,1024.8,0.0,2023-09-08
12:00 am,10.9,8.5,63,ENE,6 3,9 5,1025.0,0.0,2023-09-08
