Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,19.6,16.9,65,NNE,19 10,–,1013.8,0.0,2023-09-08
5:30 am,19.6,16.3,65,NNE,22 12,–,1013.4,0.0,2023-09-08
5:00 am,19.7,15.2,64,N,28 15,–,1013.0,0.0,2023-09-08
4:30 am,19.8,15.0,64,NNE,30 16,–,1012.4,0.0,2023-09-08
4:00 am,19.7,14.5,65,N,32 17,–,1013.0,0.0,2023-09-08
3:30 am,19.8,15.4,65,N,28 15,–,1012.8,0.0,2023-09-08
3:00 am,19.8,14.5,65,N,33 18,–,1013.1,0.0,2023-09-08
2:30 am,19.9,15.4,63,N,28 15,–,1013.3,0.0,2023-09-08
2:00 am,20.2,14.8,62,N,33 18,–,1013.4,0.0,2023-09-08
1:30 am,22.4,14.5,50,NNW,44 24,–,1013.8,0.0,2023-09-08
1:00 am,22.4,17.3,51,NNW,30 16,–,1014.0,0.0,2023-09-08
12:30 am,22.3,17.9,51,NW,26 14,–,1013.9,0.0,2023-09-08
12:00 am,22.3,17.4,50,NNW,28 15,–,1013.5,0.0,2023-09-08
