Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,16.8,15.6,65,WNW,7 4,11 6,1014.7,0.0,2023-08-21
5:00 pm,18.0,16.1,61,NW,11 6,19 10,1014.6,0.0,2023-08-21
4:30 pm,18.6,16.2,58,WNW,13 7,20 11,1014.7,0.0,2023-08-21
4:00 pm,18.0,15.7,61,NW,13 7,20 11,1014.9,0.0,2023-08-21
3:30 pm,18.6,15.5,59,WNW,17 9,24 13,1015.1,0.0,2023-08-21
3:00 pm,18.7,15.9,62,NW,17 9,24 13,1015.2,0.0,2023-08-21
2:30 pm,18.6,16.0,66,NW,17 9,26 14,1015.4,0.0,2023-08-21
2:00 pm,18.5,15.7,63,NW,17 9,28 15,1015.8,0.0,2023-08-21
1:30 pm,18.3,16.3,65,NNW,13 7,24 13,1016.2,0.0,2023-08-21
1:00 pm,17.4,14.8,65,NW,15 8,24 13,1016.8,0.0,2023-08-21
12:30 pm,16.8,14.6,68,NNW,13 7,22 12,1017.3,0.0,2023-08-21
12:00 pm,16.8,14.0,71,NW,17 9,24 13,1017.8,0.0,2023-08-21
11:30 am,16.7,14.6,70,NNW,13 7,22 12,1018.2,0.0,2023-08-21
11:00 am,16.8,14.8,71,NNW,13 7,19 10,1018.6,0.0,2023-08-21
10:30 am,15.6,13.9,75,N,11 6,15 8,1018.7,0.0,2023-08-21
10:00 am,15.1,13.0,77,NNW,13 7,17 9,1018.9,0.0,2023-08-21
9:30 am,14.3,11.9,75,N,13 7,20 11,1019.0,0.0,2023-08-21
9:00 am,14.2,11.8,76,NNE,13 7,20 11,1019.0,0.0,2023-08-21
8:30 am,13.2,11.9,80,N,7 4,11 6,1019.1,0.0,2023-08-21
8:00 am,12.4,11.0,83,NNE,7 4,11 6,1019.0,0.0,2023-08-21
7:30 am,11.8,9.6,85,NE,11 6,15 8,1018.9,0.0,2023-08-21
7:00 am,11.6,8.9,84,NE,13 7,17 9,1018.8,0.0,2023-08-21
6:30 am,12.0,9.4,84,NE,13 7,20 11,1018.9,0.0,2023-08-21
6:00 am,12.0,9.4,84,NE,13 7,20 11,1018.9,0.0,2023-08-21
5:30 am,11.6,9.0,85,NE,13 7,20 11,1019.1,0.0,2023-08-21
5:00 am,11.7,9.1,86,NE,13 7,20 11,1019.1,0.0,2023-08-21
4:30 am,11.4,9.7,89,NE,9 5,13 7,1019.2,0.0,2023-08-21
4:00 am,11.3,9.5,88,NE,9 5,11 6,1019.5,0.0,2023-08-21
3:30 am,10.9,9.4,88,NNE,7 4,11 6,1019.6,0.0,2023-08-21
3:00 am,11.4,9.6,88,NE,9 5,11 6,1019.7,0.0,2023-08-21
2:30 am,11.3,9.9,89,NNE,7 4,9 5,1020.1,0.0,2023-08-21
2:00 am,11.3,10.6,92,NE,4 2,7 4,1020.4,0.0,2023-08-21
1:30 am,11.4,10.3,91,NE,6 3,9 5,1020.7,0.0,2023-08-21
1:00 am,12.2,11.1,90,NE,7 4,11 6,1020.9,0.0,2023-08-21
12:30 am,12.0,10.6,86,NE,7 4,13 7,1021.2,0.0,2023-08-21
12:00 am,13.0,11.1,85,NE,11 6,15 8,1021.4,0.0,2023-08-21
