Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,22.0,25.6,96,E,4 2,–,1016.4,0.0,2023-12-13
6:30 am,21.8,25.9,98,E,2 1,–,1016.2,0.0,2023-12-13
6:00 am,21.4,25.3,99,E,2 1,–,1015.9,0.0,2023-12-13
5:30 am,21.0,25.1,99,CALM,0 0,–,1015.7,0.0,2023-12-13
5:00 am,21.0,24.3,99,ESE,4 2,–,1015.6,0.0,2023-12-13
4:30 am,20.8,24.4,99,NNE,2 1,–,1015.8,0.0,2023-12-13
4:00 am,20.7,24.3,99,ENE,2 1,–,1015.9,0.0,2023-12-13
3:30 am,20.5,24.1,100,SW,2 1,–,1016.1,0.0,2023-12-13
3:00 am,20.5,24.3,98,CALM,0 0,–,1016.2,0.0,2023-12-13
2:30 am,20.8,23.9,97,NW,4 2,–,1016.4,0.0,2023-12-13
2:00 am,21.1,24.7,97,NNW,2 1,–,1016.9,0.0,2023-12-13
1:30 am,21.2,24.4,96,NNE,4 2,–,1017.2,0.0,2023-12-13
1:00 am,21.4,25.0,95,NE,2 1,–,1017.6,0.0,2023-12-13
12:30 am,21.5,24.7,94,NNE,4 2,–,1018.0,0.0,2023-12-13
12:00 am,21.7,24.9,93,NNE,4 2,–,1018.2,0.0,2023-12-13
