Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.4,11.3,87,CALM,0 0,0 0,1024.7,0.0,2024-04-11
11:00 pm,11.5,10.2,85,SSW,6 3,7 4,1024.9,0.0,2024-04-11
10:30 pm,11.9,10.5,82,S,6 3,7 4,1024.9,0.0,2024-04-11
10:00 pm,12.3,11.1,84,S,6 3,9 5,1025.0,0.0,2024-04-11
9:30 pm,12.7,11.6,84,SSE,6 3,9 5,1025.1,0.0,2024-04-11
9:00 pm,13.4,12.4,81,SSE,6 3,13 7,1025.0,0.0,2024-04-11
8:30 pm,13.7,12.5,80,S,7 4,11 6,1024.9,0.0,2024-04-11
8:00 pm,14.6,13.4,76,SSE,7 4,13 7,1024.8,0.0,2024-04-11
7:30 pm,15.5,13.7,73,SE,11 6,17 9,1024.6,0.0,2024-04-11
7:00 pm,15.8,13.8,70,SE,11 6,19 10,1024.4,0.0,2024-04-11
6:30 pm,16.3,15.1,74,SSW,9 5,13 7,1023.9,0.0,2024-04-11
6:00 pm,16.6,15.2,75,SSW,11 6,19 10,1023.7,0.0,2024-04-11
5:30 pm,16.8,15.0,74,SW,13 7,20 11,1023.9,0.0,2024-04-11
5:00 pm,17.9,15.6,68,SW,15 8,28 15,1024.1,0.0,2024-04-11
4:30 pm,18.5,15.5,61,SW,17 9,24 13,1024.2,0.0,2024-04-11
4:00 pm,18.9,15.8,57,SW,17 9,28 15,1024.2,0.0,2024-04-11
3:30 pm,19.2,15.9,54,WSW,17 9,26 14,1024.2,0.0,2024-04-11
3:00 pm,20.0,16.9,54,WSW,17 9,26 14,1024.2,0.0,2024-04-11
2:30 pm,19.8,16.6,53,WSW,17 9,24 13,1024.4,0.0,2024-04-11
2:00 pm,20.3,17.8,56,WSW,15 8,26 14,1024.6,0.0,2024-04-11
1:30 pm,19.4,16.9,59,SW,15 8,20 11,1024.8,0.0,2024-04-11
1:00 pm,19.3,17.2,59,SW,13 7,24 13,1025.2,0.0,2024-04-11
12:30 pm,18.4,16.1,60,WSW,13 7,20 11,1025.7,0.0,2024-04-11
12:00 pm,18.9,17.0,63,WSW,13 7,20 11,1026.0,0.0,2024-04-11
11:30 am,19.1,17.8,65,SW,11 6,17 9,1026.3,0.0,2024-04-11
11:00 am,18.2,16.1,63,SW,13 7,20 11,1026.7,0.0,2024-04-11
10:30 am,18.1,16.9,66,SSW,9 5,13 7,1026.8,0.0,2024-04-11
10:00 am,16.6,15.0,72,SSW,11 6,19 10,1026.8,0.0,2024-04-11
9:30 am,16.8,16.3,76,S,7 4,13 7,1026.8,0.0,2024-04-11
9:00 am,16.9,16.3,74,S,7 4,13 7,1026.7,0.0,2024-04-11
8:30 am,15.6,14.9,79,S,7 4,13 7,1026.6,0.0,2024-04-11
8:00 am,15.4,14.9,81,S,6 3,9 5,1026.4,0.0,2024-04-11
7:30 am,14.4,14.7,86,SE,2 1,7 4,1025.9,0.0,2024-04-11
7:00 am,13.1,12.3,87,S,6 3,7 4,1025.5,0.0,2024-04-11
6:30 am,13.5,13.7,83,CALM,0 0,6 3,1025.1,0.0,2024-04-11
6:00 am,14.5,13.0,78,ESE,9 5,13 7,1024.9,0.0,2024-04-11
