Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,15.7,17.3,95,CALM,0 0,0 0,1022.2,0.0,2024-02-17
6:30 am,15.4,17.2,100,CALM,0 0,0 0,1021.7,0.0,2024-02-17
6:00 am,14.6,16.1,100,CALM,0 0,0 0,1021.4,0.0,2024-02-17
5:30 am,14.2,15.5,99,CALM,0 0,0 0,1021.0,0.0,2024-02-17
5:00 am,14.2,15.4,98,CALM,0 0,0 0,1020.8,0.0,2024-02-17
4:30 am,14.3,15.5,96,CALM,0 0,0 0,1020.8,0.0,2024-02-17
4:00 am,14.6,15.9,96,CALM,0 0,0 0,1020.8,0.0,2024-02-17
3:30 am,14.7,15.9,94,CALM,0 0,0 0,1020.8,0.0,2024-02-17
3:00 am,14.8,15.9,92,CALM,0 0,0 0,1020.8,0.0,2024-02-17
2:30 am,15.0,16.1,90,CALM,0 0,0 0,1021.0,0.0,2024-02-17
2:00 am,15.3,16.2,86,CALM,0 0,0 0,1021.3,0.0,2024-02-17
1:30 am,15.7,16.7,85,CALM,0 0,0 0,1021.6,0.0,2024-02-17
1:00 am,16.1,16.7,82,S,2 1,9 5,1021.7,0.0,2024-02-17
12:30 am,16.5,17.4,79,CALM,0 0,7 4,1021.8,0.0,2024-02-17
12:00 am,16.8,17.3,78,SSW,2 1,7 4,1022.1,0.0,2024-02-17
