Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,10.1,5.9,64,N,15 8,30 16,1007.7,1.8,2023-06-25
5:00 am,10.5,5.6,64,N,19 10,32 17,1007.4,1.8,2023-06-25
4:30 am,10.5,6.3,64,N,15 8,32 17,1007.4,1.8,2023-06-25
4:00 am,10.7,5.9,65,N,19 10,32 17,1007.3,1.8,2023-06-25
3:30 am,10.8,5.9,64,N,19 10,33 18,1007.2,1.8,2023-06-25
3:00 am,10.9,6.1,64,N,19 10,30 16,1007.2,1.8,2023-06-25
2:30 am,11.0,5.9,63,N,20 11,35 19,1007.1,1.8,2023-06-25
2:00 am,11.3,6.4,66,NNW,20 11,33 18,1006.9,1.8,2023-06-25
1:30 am,11.6,6.7,65,NNW,20 11,39 21,1006.7,1.8,2023-06-25
1:00 am,11.6,6.5,61,N,20 11,39 21,1006.7,1.8,2023-06-25
12:30 am,11.6,5.5,63,NNW,26 14,46 25,1006.7,1.8,2023-06-25
12:14 am,12.3,5.7,57,NNW,28 15,48 26,1006.7,1.8,2023-06-25
12:00 am,12.2,6.8,59,NNW,22 12,41 22,1006.7,1.8,2023-06-25
