Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.8,11.6,96,W,17 9,30 16,1020.0,1.8,2023-10-15
11:13 pm,13.9,11.5,92,W,17 9,33 18,1020.1,0.6,2023-10-15
11:12 pm,14.0,11.6,92,W,17 9,33 18,1020.1,0.6,2023-10-15
11:00 pm,13.8,11.4,92,W,17 9,32 17,1020.1,0.6,2023-10-15
10:56 pm,13.8,10.9,91,W,19 10,32 17,1020.2,0.6,2023-10-15
10:37 pm,14.0,11.0,88,W,19 10,33 18,1020.1,0.6,2023-10-15
10:31 pm,14.1,11.7,90,WSW,17 9,28 15,1020.1,0.6,2023-10-15
10:30 pm,14.0,11.5,90,WSW,17 9,28 15,1020.1,0.6,2023-10-15
10:21 pm,14.1,11.1,87,WSW,19 10,32 17,1020.1,0.6,2023-10-15
10:00 pm,14.3,11.6,85,WSW,17 9,26 14,1020.0,0.4,2023-10-15
9:30 pm,14.1,11.8,86,W,15 8,26 14,1020.2,0.4,2023-10-15
9:13 pm,13.9,11.2,86,WSW,17 9,24 13,1020.3,0.4,2023-10-15
9:00 pm,13.7,10.6,87,WSW,19 10,35 19,1020.2,0.4,2023-10-15
8:57 pm,13.7,10.9,86,WSW,17 9,35 19,1020.3,0.4,2023-10-15
8:30 pm,15.0,12.2,79,WSW,17 9,32 17,1020.1,0.0,2023-10-15
8:00 pm,15.2,12.5,73,WSW,15 8,26 14,1019.9,0.0,2023-10-15
7:30 pm,15.3,12.1,70,SW,17 9,28 15,1019.6,0.0,2023-10-15
7:00 pm,15.5,12.8,71,SW,15 8,26 14,1019.5,0.0,2023-10-15
