Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,8.0,5.6,92,NE,9 5,11 6,1029.4,0.2,2023-10-18
6:30 am,8.0,5.6,93,NE,9 5,13 7,1029.2,0.2,2023-10-18
6:00 am,8.2,5.9,94,NE,9 5,13 7,1029.1,0.2,2023-10-18
5:30 am,8.0,7.5,100,CALM,0 0,0 0,1029.0,0.2,2023-10-18
5:00 am,8.2,7.8,100,CALM,0 0,0 0,1028.9,0.2,2023-10-18
4:30 am,8.2,7.8,100,CALM,0 0,0 0,1028.8,0.2,2023-10-18
4:00 am,8.3,7.9,100,CALM,0 0,0 0,1029.0,0.2,2023-10-18
3:30 am,8.5,8.1,99,CALM,0 0,0 0,1029.0,0.2,2023-10-18
3:00 am,8.6,8.2,97,CALM,0 0,0 0,1029.1,0.2,2023-10-18
2:30 am,8.8,8.4,96,CALM,0 0,0 0,1029.3,0.2,2023-10-18
2:00 am,9.0,8.6,95,CALM,0 0,0 0,1029.6,0.2,2023-10-18
1:30 am,9.2,8.7,92,CALM,0 0,0 0,1029.8,0.2,2023-10-18
1:00 am,9.5,8.9,88,CALM,0 0,0 0,1030.2,0.2,2023-10-18
12:30 am,10.0,9.4,84,CALM,0 0,0 0,1030.3,0.2,2023-10-18
12:00 am,10.6,10.0,81,CALM,0 0,0 0,1030.3,0.2,2023-10-18
