Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,14.7,14.2,94,NW,9 5,13 7,1015.2,4.8,2025-03-13
6:30 am,15.2,13.8,95,NNW,15 8,19 10,1015.0,4.8,2025-03-13
6:00 am,15.1,13.6,95,NNW,15 8,22 12,1014.8,4.8,2025-03-13
5:30 am,15.0,14.2,94,NNW,11 6,15 8,1014.6,4.8,2025-03-13
5:00 am,15.4,15.1,93,NW,9 5,19 10,1014.5,4.8,2025-03-13
4:30 am,15.6,14.2,94,NNW,15 8,20 11,1014.6,4.6,2025-03-13
4:00 am,15.3,14.6,94,NNW,11 6,15 8,1014.6,4.6,2025-03-13
3:30 am,15.3,15.3,93,N,7 4,11 6,1014.6,4.6,2025-03-13
3:00 am,14.9,14.4,93,WNW,9 5,11 6,1014.5,4.6,2025-03-13
2:30 am,15.2,15.3,92,WNW,6 3,9 5,1014.4,4.6,2025-03-13
2:00 am,15.5,15.1,92,NNW,9 5,15 8,1014.5,4.6,2025-03-13
1:30 am,15.7,16.4,93,NNW,4 2,9 5,1014.3,4.6,2025-03-13
1:00 am,15.8,15.5,91,NW,9 5,13 7,1014.5,4.6,2025-03-13
12:30 am,16.5,16.6,93,N,9 5,15 8,1014.6,4.6,2025-03-13
12:00 am,16.5,16.9,92,NE,7 4,11 6,1014.8,4.6,2025-03-13
