Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,21.3,22.2,75,SSE,7 4,13 7,1018.6,0.0,2023-10-13
11:00 pm,21.3,21.9,75,SE,9 5,17 9,1018.5,0.0,2023-10-13
10:30 pm,21.5,22.1,75,SE,9 5,22 12,1018.4,0.0,2023-10-13
10:00 pm,21.8,22.6,75,SE,9 5,20 11,1018.2,0.0,2023-10-13
9:30 pm,22.0,22.8,75,SE,9 5,19 10,1018.2,0.0,2023-10-13
9:00 pm,22.3,23.5,74,SE,7 4,17 9,1018.0,0.0,2023-10-13
8:30 pm,22.8,24.2,74,SE,7 4,13 7,1017.6,0.0,2023-10-13
8:00 pm,23.1,24.8,73,ESE,6 3,11 6,1017.3,0.0,2023-10-13
7:30 pm,22.8,23.9,74,E,9 5,13 7,1016.8,0.0,2023-10-13
7:00 pm,23.1,24.7,72,E,6 3,13 7,1016.3,0.0,2023-10-13
6:30 pm,23.4,24.2,69,ENE,9 5,15 8,1015.7,0.0,2023-10-13
