Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,19.4,20.4,95,SE,11 6,13 7,1017.1,0.0,2024-01-11
6:30 am,18.2,19.3,99,ESE,9 5,11 6,1016.8,0.0,2024-01-11
6:00 am,17.6,18.8,99,ESE,7 4,9 5,1016.2,0.0,2024-01-11
5:30 am,18.1,20.1,99,ESE,4 2,7 4,1015.8,0.0,2024-01-11
5:00 am,18.2,20.2,98,E,4 2,9 5,1015.5,0.0,2024-01-11
4:30 am,18.9,20.7,96,E,6 3,9 5,1015.2,0.0,2024-01-11
4:00 am,19.1,20.6,94,NNE,7 4,9 5,1015.2,0.0,2024-01-11
3:30 am,20.2,23.2,94,SSE,2 1,9 5,1015.0,0.0,2024-01-11
3:00 am,19.6,22.1,97,S,4 2,7 4,1015.0,0.0,2024-01-11
2:30 am,19.4,22.5,95,CALM,0 0,0 0,1015.1,0.0,2024-01-11
2:00 am,19.4,20.9,97,SE,9 5,11 6,1015.2,0.0,2024-01-11
1:30 am,19.8,21.5,97,SSE,9 5,11 6,1015.4,0.0,2024-01-11
1:00 am,19.1,20.4,89,SSE,6 3,9 5,1015.4,0.0,2024-01-11
12:30 am,20.3,21.4,87,S,9 5,11 6,1015.3,0.0,2024-01-11
12:00 am,21.9,23.6,85,S,9 5,9 5,1015.1,0.0,2024-01-11
