Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,14.6,14.8,77,CALM,0 0,0 0,1017.6,0.0,2024-01-11
6:00 am,14.5,14.2,75,ESE,2 1,6 3,1017.4,0.0,2024-01-11
5:30 am,14.6,14.8,77,CALM,0 0,0 0,1017.2,0.0,2024-01-11
5:00 am,15.2,15.4,73,CALM,0 0,0 0,1017.2,0.0,2024-01-11
4:30 am,16.5,15.6,68,SE,6 3,7 4,1017.2,0.0,2024-01-11
4:00 am,16.1,16.4,71,CALM,0 0,0 0,1017.0,0.0,2024-01-11
3:30 am,16.7,17.0,68,CALM,0 0,4 2,1016.9,0.0,2024-01-11
3:00 am,17.9,17.0,63,N,6 3,9 5,1016.8,0.0,2024-01-11
2:30 am,17.9,17.7,62,NNE,2 1,6 3,1016.9,0.0,2024-01-11
2:00 am,18.4,17.3,61,NNE,7 4,9 5,1017.2,0.0,2024-01-11
1:30 am,18.3,17.3,62,NNE,7 4,9 5,1017.4,0.0,2024-01-11
1:00 am,18.0,17.4,61,N,4 2,7 4,1017.0,0.0,2024-01-11
12:30 am,18.7,17.5,58,N,7 4,7 4,1017.2,0.0,2024-01-11
12:00 am,18.2,17.7,57,NNW,2 1,6 3,1017.2,0.0,2024-01-11
