Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,4.6,2.1,95,NNE,6 3,7 4,1030.1,0.0,2023-08-08
5:00 am,3.9,1.3,94,W,6 3,9 5,1030.2,0.0,2023-08-08
4:30 am,5.3,3.7,95,E,2 1,7 4,1030.1,0.0,2023-08-08
4:00 am,5.2,2.8,95,ESE,6 3,7 4,1030.0,0.0,2023-08-08
3:30 am,4.9,3.6,95,CALM,0 0,0 0,1030.3,0.0,2023-08-08
3:00 am,5.9,4.8,96,CALM,0 0,0 0,1030.5,0.0,2023-08-08
2:30 am,5.0,3.7,94,CALM,0 0,6 3,1030.5,0.0,2023-08-08
2:00 am,5.2,2.7,91,NNE,6 3,7 4,1030.5,0.0,2023-08-08
1:30 am,6.1,4.5,90,NNE,2 1,7 4,1030.5,0.0,2023-08-08
1:00 am,6.8,5.3,87,WSW,2 1,7 4,1030.6,0.0,2023-08-08
12:30 am,7.5,5.6,83,NE,4 2,7 4,1030.7,0.0,2023-08-08
12:00 am,10.0,7.8,73,NE,6 3,9 5,1030.8,0.0,2023-08-08
