Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.0,5.7,86,SSE,7 4,13 7,1018.6,0.0,2023-06-25
11:00 pm,8.5,6.2,82,SSE,7 4,9 5,1018.4,0.0,2023-06-25
10:30 pm,9.3,6.7,81,SSE,9 5,15 8,1018.4,0.0,2023-06-25
10:00 pm,9.3,7.3,85,SSE,7 4,11 6,1018.1,0.0,2023-06-25
9:30 pm,9.1,7.2,85,SSE,6 3,7 4,1017.8,0.0,2023-06-25
9:00 pm,9.4,7.3,82,SSE,7 4,11 6,1017.7,0.0,2023-06-25
8:30 pm,9.8,7.2,79,S,9 5,13 7,1017.4,0.0,2023-06-25
8:00 pm,10.4,7.5,76,SSE,11 6,19 10,1017.6,0.0,2023-06-25
7:30 pm,10.6,8.1,75,S,9 5,13 7,1017.3,0.0,2023-06-25
7:00 pm,10.7,8.1,73,S,9 5,17 9,1017.3,0.0,2023-06-25
6:30 pm,11.2,8.1,69,SSE,11 6,17 9,1017.0,0.0,2023-06-25
6:00 pm,12.0,8.5,64,S,13 7,20 11,1016.9,0.0,2023-06-25
5:30 pm,13.0,10.2,66,SSW,11 6,24 13,1016.5,0.0,2023-06-25
5:00 pm,13.0,9.7,65,SW,13 7,26 14,1016.4,0.0,2023-06-25
4:30 pm,13.7,10.2,58,S,13 7,22 12,1016.2,0.0,2023-06-25
