Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,7.1,0.9,72,SSW,24 13,39 21,1005.0,0.2,2023-05-21
5:32 am,7.5,0.1,67,SW,30 16,48 26,1004.0,0.2,2023-05-21
5:30 am,7.6,-0.2,66,SW,32 17,48 26,1003.9,0.2,2023-05-21
5:27 am,7.6,0.2,66,SW,30 16,48 26,1003.8,0.2,2023-05-21
5:00 am,6.9,1.5,74,SW,20 11,37 20,1003.3,0.2,2023-05-21
4:30 am,7.8,1.6,67,SW,24 13,37 20,1003.0,0.0,2023-05-21
4:00 am,7.7,2.3,69,SW,20 11,41 22,1002.2,0.0,2023-05-21
3:37 am,8.4,1.4,65,SW,28 15,46 25,1001.8,0.0,2023-05-21
3:30 am,8.5,1.5,64,WSW,28 15,43 23,1001.7,0.0,2023-05-21
3:06 am,8.7,3.0,67,SW,22 12,54 29,1001.4,0.0,2023-05-21
3:00 am,8.7,4.4,69,SW,15 8,35 19,1001.2,0.0,2023-05-21
2:30 am,9.5,4.9,68,SSW,17 9,35 19,1000.3,0.0,2023-05-21
2:04 am,9.7,3.5,70,SW,26 14,46 25,999.8,0.0,2023-05-21
2:00 am,10.2,5.1,66,SW,20 11,43 23,999.7,0.0,2023-05-21
1:30 am,11.1,7.0,62,SW,15 8,46 25,998.4,0.0,2023-05-21
1:03 am,10.9,6.2,71,W,20 11,50 27,998.0,0.0,2023-05-21
1:00 am,10.8,7.5,73,WNW,13 7,39 21,997.9,0.0,2023-05-21
12:30 am,9.4,5.2,78,NNW,17 9,22 12,997.3,0.0,2023-05-21
12:00 am,9.4,5.1,76,NW,17 9,30 16,997.1,0.0,2023-05-21
