Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.4,11.9,76,SE,7 4,13 7,1016.6,0.0,2024-06-28
11:00 pm,13.9,11.6,73,SSE,11 6,17 9,1016.7,0.0,2024-06-28
10:30 pm,14.1,11.9,73,SSE,11 6,19 10,1016.5,0.0,2024-06-28
10:00 pm,14.3,11.8,74,SE,13 7,20 11,1016.1,0.0,2024-06-28
9:30 pm,14.4,12.6,73,SE,9 5,17 9,1015.8,0.0,2024-06-28
9:00 pm,14.7,12.5,71,SSE,11 6,22 12,1015.7,0.0,2024-06-28
8:30 pm,14.6,13.0,75,SSE,9 5,20 11,1015.4,0.0,2024-06-28
8:00 pm,15.1,12.7,72,SSE,13 7,20 11,1015.0,0.0,2024-06-28
7:30 pm,15.3,12.9,71,SSE,13 7,24 13,1014.6,0.0,2024-06-28
7:00 pm,15.7,13.2,68,SSE,13 7,20 11,1014.2,0.0,2024-06-28
6:30 pm,16.5,13.2,63,SSE,17 9,28 15,1013.8,0.0,2024-06-28
6:00 pm,16.6,14.4,62,SSE,11 6,17 9,1013.3,0.0,2024-06-28
5:30 pm,16.9,14.5,59,SSE,11 6,22 12,1012.6,0.0,2024-06-28
5:00 pm,17.8,14.9,53,SE,13 7,20 11,1011.9,0.0,2024-06-28
4:30 pm,18.5,14.9,51,SE,17 9,26 14,1011.4,0.0,2024-06-28
4:00 pm,19.0,15.4,50,SE,17 9,24 13,1011.1,0.0,2024-06-28
3:30 pm,19.0,16.4,53,SSE,13 7,22 12,1010.8,0.0,2024-06-28
3:00 pm,19.3,16.3,52,SE,15 8,28 15,1010.3,0.0,2024-06-28
2:30 pm,19.8,18.3,55,SE,9 5,20 11,1010.1,0.0,2024-06-28
2:00 pm,18.9,16.5,57,SE,13 7,22 12,1009.9,0.0,2024-06-28
1:30 pm,19.2,16.8,56,SE,13 7,26 14,1009.7,0.0,2024-06-28
1:00 pm,18.1,15.6,58,SE,13 7,22 12,1009.7,0.0,2024-06-28
12:30 pm,18.2,16.4,62,ESE,11 6,20 11,1009.6,0.0,2024-06-28
12:00 pm,18.3,16.1,61,SE,13 7,24 13,1009.9,0.0,2024-06-28
11:30 am,18.6,17.0,63,ESE,11 6,19 10,1010.2,0.0,2024-06-28
11:00 am,17.2,14.9,65,SSE,13 7,20 11,1010.3,0.0,2024-06-28
10:30 am,16.2,14.2,67,SSE,11 6,20 11,1010.2,0.0,2024-06-28
10:00 am,16.2,15.1,69,ESE,7 4,17 9,1010.0,0.0,2024-06-28
9:30 am,15.7,14.3,73,ESE,9 5,17 9,1009.8,0.0,2024-06-28
9:00 am,14.2,12.6,77,SE,9 5,17 9,1009.6,7.4,2024-06-28
8:30 am,13.3,11.7,81,SSE,9 5,15 8,1009.2,7.4,2024-06-28
8:00 am,12.9,10.4,81,SE,13 7,19 10,1008.6,7.4,2024-06-28
7:30 am,12.7,11.5,81,SSE,6 3,13 7,1008.2,7.4,2024-06-28
7:00 am,13.0,11.6,80,E,7 4,17 9,1007.9,7.4,2024-06-28
6:30 am,12.4,10.8,86,ENE,9 5,15 8,1007.4,7.4,2024-06-28
6:00 am,12.3,11.9,84,ESE,2 1,9 5,1007.1,7.4,2024-06-28
5:30 am,13.2,11.5,81,E,9 5,20 11,1006.7,7.4,2024-06-28
5:00 am,13.3,12.2,80,ENE,6 3,13 7,1006.5,7.4,2024-06-28
4:30 am,13.4,12.1,80,E,7 4,20 11,1006.1,7.4,2024-06-28
4:00 am,13.2,12.0,83,SE,7 4,19 10,1006.2,7.4,2024-06-28
3:30 am,12.8,11.6,85,E,7 4,15 8,1006.1,7.4,2024-06-28
3:00 am,12.6,11.4,86,E,7 4,13 7,1006.0,7.4,2024-06-28
2:30 am,12.4,11.3,88,ESE,7 4,13 7,1005.7,7.4,2024-06-28
2:00 am,12.6,11.1,88,SE,9 5,17 9,1005.7,7.4,2024-06-28
1:30 am,12.3,11.5,91,SSE,6 3,11 6,1005.5,7.4,2024-06-28
1:00 am,12.1,11.6,91,SE,4 2,9 5,1005.4,7.4,2024-06-28
12:30 am,12.5,11.4,88,NE,7 4,19 10,1006.1,7.0,2024-06-28
12:00 am,13.6,12.2,77,E,7 4,19 10,1005.9,6.0,2024-06-28
