Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:00 am,12.3,11.0,94,WNW,9 5,13 7,1016.9,1.4,2024-09-22
4:30 am,12.0,10.6,93,WNW,9 5,13 7,1016.7,1.4,2024-09-22
4:00 am,12.7,10.3,92,WNW,15 8,20 11,1016.7,1.4,2024-09-22
3:30 am,12.6,11.4,94,W,9 5,15 8,1016.6,1.4,2024-09-22
3:29 am,12.6,11.4,94,W,9 5,15 8,1016.6,1.4,2024-09-22
3:17 am,12.4,11.6,96,W,7 4,9 5,1016.6,1.4,2024-09-22
3:00 am,12.3,11.1,95,WSW,9 5,17 9,1016.5,1.4,2024-09-22
2:47 am,12.5,11.3,95,W,9 5,15 8,1016.6,0.8,2024-09-22
2:45 am,12.5,11.3,95,WNW,9 5,15 8,1016.7,0.8,2024-09-22
2:30 am,12.3,11.0,94,WNW,9 5,15 8,1016.7,0.8,2024-09-22
2:12 am,12.5,10.8,92,W,11 6,15 8,1017.0,0.8,2024-09-22
2:08 am,12.5,10.8,92,W,11 6,17 9,1017.0,0.8,2024-09-22
2:00 am,12.6,10.6,93,WSW,13 7,20 11,1017.0,0.8,2024-09-22
1:52 am,13.1,11.4,89,W,11 6,17 9,1017.2,0.4,2024-09-22
1:30 am,13.5,11.0,85,WNW,15 8,20 11,1017.2,0.2,2024-09-22
1:00 am,13.4,11.2,85,WNW,13 7,19 10,1017.3,0.2,2024-09-22
12:30 am,13.3,11.5,84,WNW,11 6,15 8,1017.2,0.2,2024-09-22
12:00 am,13.1,11.1,83,WNW,11 6,19 10,1017.2,0.2,2024-09-22
