Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.6,6.4,84,W,13 7,–,1022.5,0.0,2025-06-16
11:00 pm,10.3,7.1,79,W,13 7,–,1022.5,0.0,2025-06-16
10:30 pm,10.4,6.8,79,W,15 8,–,1022.5,0.0,2025-06-16
10:00 pm,10.8,8.8,79,WNW,7 4,–,1022.6,0.0,2025-06-16
9:30 pm,10.7,8.7,79,WNW,7 4,–,1022.8,0.0,2025-06-16
9:00 pm,11.0,8.3,78,NW,11 6,–,1022.7,0.0,2025-06-16
8:30 pm,11.9,10.4,72,NW,4 2,–,1022.6,0.0,2025-06-16
8:00 pm,12.4,11.3,69,NW,2 1,–,1022.4,0.0,2025-06-16
7:30 pm,12.3,10.5,70,ENE,6 3,–,1022.3,0.0,2025-06-16
7:00 pm,12.4,11.1,73,NE,4 2,–,1022.1,0.0,2025-06-16
6:30 pm,12.1,10.8,74,NE,4 2,–,1022.0,0.0,2025-06-16
