Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,0.2,-3.4,85,S,7 4,9 5,1022.2,0.0,2024-06-13
5:30 am,0.8,-4.1,90,SSW,15 8,15 8,1022.1,0.0,2024-06-13
5:00 am,-0.1,-3.6,91,SW,7 4,11 6,1021.9,0.0,2024-06-13
4:30 am,-0.9,-4.9,93,N,9 5,11 6,1021.7,0.0,2024-06-13
4:00 am,-2.2,-5.4,90,S,4 2,11 6,1020.7,0.0,2024-06-13
3:30 am,-1.2,-4.2,94,SSW,4 2,7 4,1021.0,0.0,2024-06-13
3:00 am,-0.1,-2.2,95,CALM,0 0,0 0,1021.1,0.0,2024-06-13
2:30 am,-1.8,-5.3,92,ESE,6 3,9 5,1021.2,0.0,2024-06-13
2:00 am,-1.6,-3.9,93,CALM,0 0,9 5,1021.2,0.0,2024-06-13
1:30 am,-2.3,-6.6,85,NNW,9 5,13 7,1020.9,0.0,2024-06-13
1:00 am,-1.0,-4.9,95,ESE,9 5,11 6,1020.8,0.0,2024-06-13
12:30 am,-3.2,-7.1,88,S,7 4,9 5,1021.0,0.0,2024-06-13
12:00 am,-2.3,-5.5,90,WSW,4 2,9 5,1021.0,0.0,2024-06-13
