Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,1.2,-0.7,97,CALM,0 0,0 0,1031.2,0.0,2023-07-16
11:00 pm,2.2,-0.3,95,N,4 2,9 5,1031.1,0.0,2023-07-16
10:30 pm,2.8,0.0,95,SE,6 3,9 5,1030.9,0.0,2023-07-16
10:00 pm,3.1,1.1,94,ESE,2 1,7 4,1031.1,0.0,2023-07-16
9:30 pm,3.4,1.7,89,CALM,0 0,0 0,1031.1,0.0,2023-07-16
9:00 pm,4.1,0.9,92,SE,9 5,11 6,1031.1,0.0,2023-07-16
8:30 pm,3.5,0.4,85,NNE,7 4,9 5,1030.8,0.0,2023-07-16
8:00 pm,5.1,3.4,81,CALM,0 0,0 0,1030.6,0.0,2023-07-16
7:30 pm,6.0,3.4,81,NNE,6 3,7 4,1030.4,0.0,2023-07-16
7:00 pm,6.3,4.6,73,CALM,0 0,0 0,1030.2,0.0,2023-07-16
6:30 pm,9.4,7.6,66,NNE,2 1,6 3,1029.8,0.0,2023-07-16
