Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,9.3,3.4,60,W,22 12,–,1022.0,0.2,2023-07-19
5:30 am,9.6,4.3,58,WSW,19 10,–,1021.7,0.2,2023-07-19
5:00 am,9.8,4.2,56,W,20 11,–,1021.1,0.2,2023-07-19
4:30 am,10.1,4.5,55,W,20 11,–,1020.7,0.2,2023-07-19
4:00 am,10.5,4.2,53,W,24 13,–,1020.7,0.2,2023-07-19
3:30 am,10.5,5.7,57,W,17 9,–,1020.6,0.2,2023-07-19
3:00 am,11.2,5.5,57,W,22 12,–,1020.4,0.2,2023-07-19
2:30 am,11.7,7.2,59,W,17 9,–,1020.4,0.2,2023-07-19
2:00 am,12.2,7.3,58,W,19 10,–,1020.4,0.2,2023-07-19
1:30 am,12.7,8.2,57,WSW,17 9,–,1020.4,0.2,2023-07-19
1:00 am,12.2,8.1,66,W,17 9,–,1020.3,0.2,2023-07-19
12:30 am,12.6,9.3,65,WNW,13 7,–,1020.2,0.2,2023-07-19
12:00 am,13.2,10.2,61,NW,11 6,–,1020.7,0.2,2023-07-19
