Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,14.3,12.4,64,N,7 4,11 6,1007.5,0.0,2025-03-20
6:30 am,14.3,12.4,63,NE,7 4,9 5,1007.6,0.0,2025-03-20
6:00 am,14.4,12.5,63,NE,7 4,9 5,1007.9,0.0,2025-03-20
5:30 am,14.8,13.1,61,N,6 3,9 5,1007.8,0.0,2025-03-20
5:00 am,15.1,12.8,61,N,9 5,13 7,1008.1,0.0,2025-03-20
4:30 am,15.0,12.8,63,N,9 5,11 6,1008.5,0.0,2025-03-20
4:00 am,15.5,12.3,62,N,15 8,20 11,1009.2,0.0,2025-03-20
3:30 am,15.8,12.2,61,NNW,17 9,24 13,1009.9,0.0,2025-03-20
3:00 am,15.8,13.8,62,NNW,9 5,13 7,1010.4,0.0,2025-03-20
2:30 am,16.0,13.6,62,N,11 6,17 9,1010.8,0.0,2025-03-20
2:00 am,16.2,13.9,62,N,11 6,17 9,1011.2,0.0,2025-03-20
1:30 am,16.7,13.6,60,N,15 8,22 12,1011.2,0.0,2025-03-20
1:00 am,17.0,13.9,59,N,15 8,20 11,1011.3,0.0,2025-03-20
12:30 am,17.1,13.4,61,NNW,19 10,24 13,1011.5,0.0,2025-03-20
12:00 am,17.4,13.9,62,NW,19 10,24 13,1011.7,0.0,2025-03-20
