Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 pm,19.0,16.7,63,SSW,15 8,28 15,1023.5,0.0,2024-03-07
6:30 pm,19.8,17.2,61,S,17 9,32 17,1023.4,0.0,2024-03-07
6:00 pm,20.0,17.6,58,S,15 8,33 18,1023.3,0.0,2024-03-07
5:30 pm,20.9,18.2,56,SSW,17 9,28 15,1023.1,0.0,2024-03-07
5:00 pm,21.1,18.1,56,SSW,19 10,33 18,1023.1,0.0,2024-03-07
4:30 pm,21.4,18.7,54,SSW,17 9,32 17,1023.2,0.0,2024-03-07
4:00 pm,21.7,20.0,56,SSW,13 7,28 15,1023.6,0.0,2024-03-07
3:30 pm,21.2,18.6,56,SSW,17 9,33 18,1023.8,0.0,2024-03-07
3:00 pm,21.2,18.8,54,SSW,15 8,26 14,1024.0,0.0,2024-03-07
2:30 pm,20.7,17.9,55,SSW,17 9,30 16,1024.3,0.0,2024-03-07
2:00 pm,20.5,18.2,57,S,15 8,32 17,1024.6,0.0,2024-03-07
1:30 pm,20.5,18.2,57,S,15 8,24 13,1024.7,0.0,2024-03-07
1:00 pm,21.3,19.7,58,SSW,13 7,26 14,1025.0,0.0,2024-03-07
12:30 pm,20.3,17.7,59,SSW,17 9,28 15,1025.2,0.0,2024-03-07
12:00 pm,20.7,18.7,56,SSW,13 7,24 13,1025.3,0.0,2024-03-07
11:30 am,20.5,18.9,56,SSW,11 6,24 13,1025.4,0.0,2024-03-07
11:00 am,19.8,17.7,57,S,13 7,20 11,1025.6,0.0,2024-03-07
10:30 am,19.4,18.0,58,S,9 5,13 7,1025.6,0.0,2024-03-07
10:00 am,19.1,17.8,60,S,9 5,20 11,1025.5,0.0,2024-03-07
9:30 am,18.4,16.6,62,SSE,11 6,17 9,1025.3,0.0,2024-03-07
9:00 am,17.9,15.8,64,SE,13 7,20 11,1025.1,0.0,2024-03-07
8:30 am,17.4,15.6,65,SSE,11 6,19 10,1024.8,0.0,2024-03-07
8:00 am,17.1,15.7,67,SSE,9 5,15 8,1024.6,0.0,2024-03-07
7:30 am,16.9,15.5,68,SSE,9 5,17 9,1024.1,0.0,2024-03-07
7:00 am,17.0,15.8,70,SE,9 5,17 9,1023.8,0.0,2024-03-07
6:30 am,17.1,15.9,70,SSE,9 5,15 8,1023.5,0.0,2024-03-07
6:00 am,17.3,16.2,70,SSE,9 5,19 10,1023.2,0.0,2024-03-07
5:30 am,17.4,16.3,71,SSE,9 5,15 8,1022.9,0.0,2024-03-07
5:00 am,17.5,16.6,73,SSE,9 5,15 8,1022.5,0.0,2024-03-07
4:30 am,17.6,17.2,75,SSE,7 4,11 6,1022.4,0.0,2024-03-07
4:00 am,17.8,17.5,75,S,7 4,13 7,1022.4,0.0,2024-03-07
3:30 am,18.3,17.7,73,SSE,9 5,13 7,1022.2,0.0,2024-03-07
3:00 am,18.7,17.6,70,SSE,11 6,15 8,1022.3,0.0,2024-03-07
2:30 am,18.5,18.4,74,SSE,7 4,11 6,1022.3,0.0,2024-03-07
2:00 am,18.2,18.3,79,SSE,7 4,13 7,1022.4,0.0,2024-03-07
1:30 am,18.2,18.1,81,SSW,9 5,17 9,1022.6,0.0,2024-03-07
1:00 am,19.0,18.3,74,S,11 6,20 11,1022.6,0.0,2024-03-07
12:30 am,18.9,18.3,76,S,11 6,20 11,1022.4,0.0,2024-03-07
12:00 am,19.2,18.9,74,S,9 5,17 9,1022.3,0.0,2024-03-07
