Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,17.2,15.9,86,SSE,15 8,24 13,1011.7,0.2,2023-04-26
11:00 pm,18.7,17.1,74,SSW,15 8,26 14,1012.5,0.0,2023-04-26
10:30 pm,19.4,17.3,69,SW,17 9,26 14,1012.4,0.0,2023-04-26
10:00 pm,23.1,19.4,42,WNW,19 10,35 19,1012.0,0.0,2023-04-26
9:30 pm,24.5,19.2,32,NNE,24 13,43 23,1011.1,0.0,2023-04-26
9:00 pm,24.3,19.8,33,NNE,20 11,35 19,1011.1,0.0,2023-04-26
8:30 pm,24.4,20.0,32,NNE,19 10,30 16,1011.3,0.0,2023-04-26
8:00 pm,24.8,20.1,30,NNE,20 11,32 17,1011.6,0.0,2023-04-26
7:30 pm,25.2,21.0,29,NNE,17 9,28 15,1011.5,0.0,2023-04-26
7:00 pm,25.3,20.8,29,NNE,19 10,32 17,1011.5,0.0,2023-04-26
6:30 pm,25.8,22.0,28,NNE,15 8,24 13,1011.4,0.0,2023-04-26
6:00 pm,26.0,21.5,28,NNE,19 10,30 16,1011.3,0.0,2023-04-26
