Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,13.4,13.1,87,N,4 2,7 4,1016.4,0.0,2023-12-22
6:00 am,13.0,13.4,90,CALM,0 0,0 0,1016.0,0.0,2023-12-22
5:30 am,13.5,13.2,88,N,4 2,7 4,1015.7,0.0,2023-12-22
5:00 am,14.0,13.4,90,NNE,7 4,11 6,1015.6,0.0,2023-12-22
4:30 am,13.7,13.7,91,NNW,4 2,7 4,1015.6,0.0,2023-12-22
4:00 am,13.8,14.6,91,CALM,0 0,0 0,1015.4,0.0,2023-12-22
3:30 am,14.3,15.0,88,CALM,0 0,0 0,1015.6,0.0,2023-12-22
3:00 am,14.7,14.6,85,SW,4 2,9 5,1016.1,0.0,2023-12-22
2:30 am,15.1,14.5,84,SW,7 4,11 6,1016.5,0.0,2023-12-22
2:00 am,15.5,14.5,81,SSW,9 5,13 7,1016.7,0.0,2023-12-22
1:30 am,15.6,14.6,80,SSW,9 5,15 8,1017.1,0.0,2023-12-22
1:00 am,15.3,14.2,80,SSW,9 5,15 8,1017.4,0.0,2023-12-22
12:30 am,15.0,13.7,79,S,9 5,15 8,1017.7,0.0,2023-12-22
12:00 am,15.2,13.6,79,S,11 6,17 9,1017.9,0.0,2023-12-22
