Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.5,10.6,63,S,11 6,20 11,1021.8,0.0,2023-12-19
11:00 pm,13.7,10.4,62,S,13 7,20 11,1021.7,0.0,2023-12-19
10:30 pm,13.8,10.6,62,S,13 7,32 17,1021.5,0.0,2023-12-19
10:00 pm,13.9,11.1,63,S,11 6,24 13,1021.3,0.0,2023-12-19
9:30 pm,14.1,11.3,62,SSE,11 6,28 15,1020.9,0.0,2023-12-19
9:00 pm,14.5,11.1,57,SSE,13 7,24 13,1020.3,0.0,2023-12-19
8:30 pm,15.1,10.6,54,SSE,19 10,35 19,1020.0,0.0,2023-12-19
8:00 pm,15.8,11.7,52,SSE,17 9,32 17,1019.4,0.0,2023-12-19
7:30 pm,16.5,11.5,45,SSE,20 11,35 19,1018.7,0.0,2023-12-19
7:00 pm,17.2,12.5,48,SSE,20 11,37 20,1018.2,0.0,2023-12-19
6:30 pm,18.2,13.5,42,SE,19 10,39 21,1017.6,0.0,2023-12-19
6:00 pm,18.5,13.2,41,S,22 12,35 19,1017.1,0.0,2023-12-19
5:30 pm,19.0,13.6,38,SSE,22 12,43 23,1016.9,0.0,2023-12-19
5:00 pm,19.6,14.8,37,SSE,19 10,35 19,1016.8,0.0,2023-12-19
4:30 pm,19.7,14.2,36,SSE,22 12,37 20,1017.0,0.0,2023-12-19
4:00 pm,19.9,14.7,34,SSE,20 11,35 19,1017.1,0.0,2023-12-19
3:30 pm,20.1,15.5,39,SSE,19 10,35 19,1017.4,0.0,2023-12-19
3:00 pm,20.1,15.4,37,SE,19 10,35 19,1017.3,0.0,2023-12-19
2:30 pm,19.9,14.9,42,SE,22 12,39 21,1017.5,0.0,2023-12-19
2:00 pm,20.7,16.5,42,SE,19 10,33 18,1017.4,0.0,2023-12-19
1:30 pm,20.0,15.6,42,SSE,19 10,32 17,1017.5,0.0,2023-12-19
1:00 pm,20.1,15.1,46,S,24 13,41 22,1017.5,0.0,2023-12-19
12:30 pm,20.2,16.6,51,SSE,19 10,35 19,1017.7,0.0,2023-12-19
12:00 pm,19.2,15.1,48,SSE,19 10,35 19,1017.8,0.0,2023-12-19
11:30 am,19.5,15.3,48,S,20 11,39 21,1017.8,0.0,2023-12-19
11:00 am,18.4,13.4,45,SSE,22 12,39 21,1017.9,0.0,2023-12-19
10:30 am,18.6,14.1,46,SSE,20 11,32 17,1017.8,0.0,2023-12-19
10:00 am,17.1,13.5,56,S,17 9,33 18,1018.0,0.0,2023-12-19
9:30 am,18.0,14.8,54,S,15 8,26 14,1018.0,0.0,2023-12-19
9:00 am,17.8,14.4,57,SSE,17 9,33 18,1018.0,0.0,2023-12-19
8:30 am,16.6,12.9,56,SSE,17 9,30 16,1017.9,0.0,2023-12-19
8:00 am,15.7,12.9,62,S,13 7,22 12,1017.7,0.0,2023-12-19
7:30 am,15.8,13.3,67,SSE,13 7,22 12,1017.4,0.0,2023-12-19
7:00 am,15.3,13.2,69,S,11 6,17 9,1016.6,0.0,2023-12-19
