Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:31 pm,15.8,15.2,99,E,13 7,15 8,1006.9,11.4,2023-12-01
11:30 pm,15.8,15.6,99,E,11 6,15 8,1006.9,11.4,2023-12-01
11:13 pm,16.1,16.9,99,S,6 3,9 5,1007.1,10.4,2023-12-01
11:00 pm,16.1,16.7,99,SE,7 4,7 4,1007.0,9.0,2023-12-01
10:30 pm,16.0,16.2,99,ESE,9 5,11 6,1007.0,8.8,2023-12-01
10:00 pm,16.2,16.9,99,SSW,7 4,9 5,1006.9,8.2,2023-12-01
9:30 pm,16.2,16.4,97,NE,9 5,11 6,1006.5,8.2,2023-12-01
9:00 pm,16.3,15.7,96,E,13 7,17 9,1006.1,7.4,2023-12-01
8:30 pm,16.8,17.5,96,SSE,7 4,15 8,1006.2,6.6,2023-12-01
8:00 pm,16.6,17.2,95,E,7 4,22 12,1005.4,6.4,2023-12-01
7:42 pm,16.5,16.2,87,E,9 5,13 7,1005.3,6.2,2023-12-01
7:30 pm,17.1,15.1,82,ESE,17 9,26 14,1005.0,6.0,2023-12-01
7:29 pm,17.1,15.1,81,ESE,17 9,26 14,1005.0,6.0,2023-12-01
7:20 pm,17.8,16.7,80,SSE,13 7,17 9,1005.3,3.2,2023-12-01
7:15 pm,18.9,17.8,75,SSE,13 7,17 9,1005.0,0.0,2023-12-01
