Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,28.5,26.4,28,E,9 5,19 10,1011.2,0.0,2023-02-27
11:00 pm,28.7,26.5,27,ESE,9 5,17 9,1011.1,0.0,2023-02-27
10:30 pm,29.1,26.7,25,SE,9 5,19 10,1011.3,0.0,2023-02-27
10:00 pm,28.8,26.9,26,ESE,7 4,15 8,1011.3,0.0,2023-02-27
9:30 pm,29.5,27.7,26,ESE,7 4,17 9,1011.3,0.0,2023-02-27
9:00 pm,28.8,27.2,27,ESE,6 3,13 7,1011.2,0.0,2023-02-27
8:30 pm,28.7,27.2,28,SE,6 3,9 5,1010.9,0.0,2023-02-27
8:00 pm,29.9,28.1,25,SE,7 4,11 6,1010.6,0.0,2023-02-27
7:30 pm,31.1,29.2,23,SE,7 4,11 6,1010.3,0.0,2023-02-27
7:00 pm,32.7,29.7,19,SE,11 6,22 12,1009.8,0.0,2023-02-27
6:30 pm,33.6,30.2,18,SE,13 7,24 13,1009.6,0.0,2023-02-27
6:00 pm,34.4,30.8,18,SE,15 8,24 13,1009.4,0.0,2023-02-27
5:30 pm,35.4,32.1,17,SSE,13 7,20 11,1009.1,0.0,2023-02-27
5:00 pm,34.9,33.1,25,S,13 7,19 10,1009.1,0.0,2023-02-27
4:30 pm,35.7,33.1,20,S,13 7,20 11,1009.0,0.0,2023-02-27
