Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.0,4.1,52,NW,15 8,35 19,1022.3,0.0,2024-10-11
11:00 pm,9.1,5.3,51,N,9 5,17 9,1022.1,0.0,2024-10-11
10:30 pm,9.3,3.4,50,SW,20 11,39 21,1022.1,0.0,2024-10-11
10:00 pm,9.4,4.4,47,WNW,15 8,32 17,1021.9,0.0,2024-10-11
9:30 pm,9.2,4.9,47,WNW,11 6,26 14,1021.6,0.0,2024-10-11
9:00 pm,8.9,4.4,53,N,13 7,20 11,1021.3,0.0,2024-10-11
8:30 pm,8.6,5.3,56,WSW,7 4,13 7,1021.0,0.0,2024-10-11
8:00 pm,9.3,5.4,57,S,11 6,20 11,1020.7,0.0,2024-10-11
7:30 pm,9.5,4.7,53,SW,15 8,30 16,1019.9,0.0,2024-10-11
7:00 pm,9.6,5.3,54,NW,13 7,33 18,1019.0,0.0,2024-10-11
6:30 pm,10.2,2.7,53,SW,30 16,56 30,1018.5,0.0,2024-10-11
6:04 pm,10.4,3.3,53,SW,28 15,46 25,1017.9,0.0,2024-10-11
6:00 pm,10.7,3.9,51,SW,26 14,46 25,1017.7,0.0,2024-10-11
5:32 pm,11.6,5.1,46,SW,24 13,48 26,1017.1,0.0,2024-10-11
5:30 pm,11.6,5.1,46,SW,24 13,48 26,1017.1,0.0,2024-10-11
5:02 pm,12.5,5.1,40,W,28 15,50 27,1016.6,0.0,2024-10-11
5:00 pm,12.5,5.5,40,W,26 14,50 27,1016.6,0.0,2024-10-11
4:30 pm,12.1,2.6,42,WNW,39 21,63 34,1016.5,0.0,2024-10-11
4:05 pm,12.6,1.7,39,W,46 25,69 37,1016.0,0.0,2024-10-11
4:03 pm,12.5,1.4,42,W,48 26,69 37,1016.1,0.0,2024-10-11
4:00 pm,12.5,1.7,41,WSW,46 25,69 37,1016.3,0.0,2024-10-11
3:59 pm,12.4,2.0,41,WSW,44 24,69 37,1016.1,0.0,2024-10-11
3:58 pm,12.3,2.1,41,WSW,43 23,69 37,1016.3,0.0,2024-10-11
3:32 pm,13.4,5.6,45,WSW,32 17,50 27,1015.8,0.0,2024-10-11
3:30 pm,13.4,5.5,46,WSW,33 18,50 27,1015.8,0.0,2024-10-11
3:20 pm,12.6,2.8,49,W,43 23,72 39,1015.8,0.0,2024-10-11
3:14 pm,12.0,2.0,50,WSW,44 24,72 39,1015.8,0.0,2024-10-11
3:06 pm,11.2,2.2,63,WSW,41 22,61 33,1015.7,0.0,2024-10-11
