Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.4,7.9,96,CALM,0 0,0 0,1022.0,0.0,2023-08-23
11:00 pm,8.9,8.5,95,CALM,0 0,0 0,1021.9,0.0,2023-08-23
10:30 pm,9.0,8.6,94,CALM,0 0,0 0,1021.9,0.0,2023-08-23
10:00 pm,9.6,9.3,93,CALM,0 0,0 0,1022.0,0.0,2023-08-23
9:30 pm,10.1,9.8,91,CALM,0 0,0 0,1022.1,0.0,2023-08-23
9:00 pm,10.5,10.2,89,CALM,0 0,0 0,1022.3,0.0,2023-08-23
8:30 pm,11.1,10.9,87,CALM,0 0,0 0,1022.3,0.0,2023-08-23
8:00 pm,11.9,10.6,84,WSW,6 3,9 5,1022.3,0.0,2023-08-23
7:30 pm,12.6,11.7,81,WSW,4 2,7 4,1022.0,0.0,2023-08-23
7:00 pm,13.0,12.5,78,WSW,2 1,6 3,1021.6,0.0,2023-08-23
6:30 pm,13.7,12.7,73,WSW,4 2,7 4,1021.4,0.0,2023-08-23
6:00 pm,14.7,13.3,68,WSW,6 3,9 5,1021.1,0.0,2023-08-23
5:30 pm,15.7,13.8,64,WSW,9 5,13 7,1020.8,0.0,2023-08-23
5:00 pm,16.4,14.5,62,SW,9 5,19 10,1020.9,0.0,2023-08-23
4:30 pm,17.5,15.7,59,SW,9 5,19 10,1020.9,0.0,2023-08-23
