Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,15.9,15.2,84,NW,9 5,19 10,1011.1,3.8,2024-06-09
11:00 pm,17.1,16.0,72,NW,9 5,24 13,1011.2,3.2,2024-06-09
10:30 pm,16.4,15.1,78,WNW,11 6,24 13,1011.4,3.2,2024-06-09
10:00 pm,15.9,13.3,78,NW,17 9,35 19,1011.6,3.2,2024-06-09
9:30 pm,17.8,16.1,65,NW,11 6,19 10,1011.3,2.4,2024-06-09
9:00 pm,16.8,15.8,75,WNW,9 5,20 11,1011.3,2.4,2024-06-09
8:30 pm,16.9,15.6,75,NW,11 6,30 16,1011.3,2.4,2024-06-09
8:00 pm,17.3,16.2,71,NW,9 5,19 10,1011.2,1.8,2024-06-09
7:30 pm,17.1,15.5,70,W,11 6,28 15,1011.0,1.8,2024-06-09
7:00 pm,17.3,15.4,70,W,13 7,30 16,1010.9,1.8,2024-06-09
6:30 pm,17.4,16.0,71,W,11 6,20 11,1010.4,1.8,2024-06-09
6:00 pm,16.9,14.7,74,W,15 8,24 13,1010.6,1.8,2024-06-09
5:30 pm,16.2,14.0,77,W,15 8,28 15,1010.3,1.8,2024-06-09
5:00 pm,17.0,15.4,70,W,11 6,20 11,1010.1,1.6,2024-06-09
4:30 pm,16.0,14.1,83,W,15 8,37 20,1010.1,1.6,2024-06-09
