Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.0,6.9,86,W,7 4,11 6,1030.8,0.6,2025-04-22
11:00 pm,9.4,7.4,85,WSW,7 4,9 5,1031.0,0.6,2025-04-22
10:30 pm,10.0,8.6,84,W,4 2,9 5,1031.1,0.6,2025-04-22
10:00 pm,10.4,8.2,84,W,9 5,13 7,1031.2,0.6,2025-04-22
9:30 pm,10.8,8.3,83,W,11 6,15 8,1031.2,0.4,2025-04-22
9:00 pm,11.3,9.4,78,WNW,7 4,9 5,1031.1,0.4,2025-04-22
8:30 pm,11.6,8.6,78,W,13 7,19 10,1031.1,0.4,2025-04-22
8:00 pm,11.7,8.0,78,WSW,17 9,20 11,1031.0,0.4,2025-04-22
7:30 pm,11.4,8.2,82,W,15 8,19 10,1031.1,0.4,2025-04-22
7:00 pm,11.8,8.6,80,SW,15 8,20 11,1031.1,0.4,2025-04-22
6:30 pm,11.7,8.9,82,SW,13 7,19 10,1031.0,0.4,2025-04-22
6:00 pm,12.0,9.3,81,SSW,13 7,19 10,1030.9,0.4,2025-04-22
5:30 pm,12.1,9.1,83,SW,15 8,19 10,1030.7,0.4,2025-04-22
5:00 pm,12.1,9.1,83,SSW,15 8,20 11,1030.3,0.4,2025-04-22
4:30 pm,12.4,9.4,82,SSW,15 8,20 11,1030.1,0.4,2025-04-22
4:00 pm,12.8,10.3,82,SW,13 7,20 11,1029.8,0.4,2025-04-22
3:30 pm,13.1,11.1,82,SSW,11 6,17 9,1029.5,0.4,2025-04-22
3:00 pm,13.0,10.8,86,SSW,13 7,17 9,1029.3,0.4,2025-04-22
2:30 pm,12.5,11.0,88,S,9 5,13 7,1029.2,0.4,2025-04-22
2:00 pm,12.8,10.5,86,SSE,13 7,17 9,1029.0,0.4,2025-04-22
1:30 pm,12.8,11.5,90,SSE,9 5,13 7,1028.8,0.4,2025-04-22
1:00 pm,12.5,9.7,93,SE,17 9,22 12,1028.8,0.4,2025-04-22
12:30 pm,13.1,11.0,89,SSE,13 7,19 10,1028.9,0.2,2025-04-22
12:00 pm,13.3,11.0,90,S,15 8,22 12,1029.0,0.2,2025-04-22
11:30 am,13.1,11.5,91,ESE,11 6,17 9,1029.0,0.0,2025-04-22
11:00 am,14.1,11.8,79,SSE,13 7,20 11,1028.9,0.0,2025-04-22
10:30 am,14.2,12.0,73,E,11 6,15 8,1028.5,0.0,2025-04-22
10:00 am,14.4,12.8,69,ENE,7 4,11 6,1028.3,0.0,2025-04-22
9:30 am,13.6,11.7,74,NNW,9 5,11 6,1028.2,0.0,2025-04-22
9:00 am,12.7,10.0,77,NNW,13 7,19 10,1027.9,0.0,2025-04-22
8:30 am,12.1,8.6,79,NNW,17 9,24 13,1027.6,0.0,2025-04-22
8:00 am,11.5,9.2,84,NNW,11 6,17 9,1027.4,0.0,2025-04-22
7:30 am,10.6,9.1,90,WNW,7 4,11 6,1027.0,0.0,2025-04-22
7:00 am,10.3,8.7,90,WNW,7 4,11 6,1026.5,0.0,2025-04-22
6:30 am,10.8,9.3,89,NW,7 4,13 7,1026.1,0.0,2025-04-22
