Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,5.1,2.6,98,NNE,7 4,9 5,1034.7,0.0,2024-07-07
5:30 am,5.3,2.8,95,NE,7 4,11 6,1034.7,0.0,2024-07-07
5:00 am,5.6,3.1,93,NNE,7 4,11 6,1034.7,0.0,2024-07-07
4:30 am,6.0,3.5,91,NNE,7 4,11 6,1034.9,0.0,2024-07-07
4:00 am,6.1,3.7,89,ENE,6 3,9 5,1035.0,0.0,2024-07-07
3:30 am,6.2,3.6,88,NNE,7 4,11 6,1035.1,0.0,2024-07-07
3:00 am,6.5,3.9,85,NNE,7 4,11 6,1035.3,0.0,2024-07-07
2:30 am,6.9,4.4,85,N,7 4,11 6,1035.5,0.0,2024-07-07
2:00 am,7.1,4.8,86,N,6 3,9 5,1035.7,0.0,2024-07-07
1:30 am,7.2,4.7,86,NNE,7 4,11 6,1035.9,0.0,2024-07-07
1:00 am,7.4,4.6,86,NNE,9 5,15 8,1036.0,0.0,2024-07-07
12:30 am,7.4,5.0,86,NNE,7 4,11 6,1036.2,0.0,2024-07-07
12:00 am,7.5,5.7,87,NNE,4 2,6 3,1036.3,0.0,2024-07-07
