Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.3,8.6,58,N,13 7,17 9,1019.8,0.0,2025-06-01
11:00 pm,12.9,8.8,56,N,15 8,22 12,1020.1,0.0,2025-06-01
10:30 pm,13.0,9.7,56,N,11 6,19 10,1020.4,0.0,2025-06-01
10:00 pm,12.9,9.9,56,NNW,9 5,13 7,1020.8,0.0,2025-06-01
9:30 pm,12.9,9.9,56,N,9 5,13 7,1020.6,0.0,2025-06-01
9:00 pm,12.9,9.5,55,N,11 6,17 9,1020.6,0.0,2025-06-01
8:30 pm,13.6,9.9,53,N,13 7,20 11,1020.8,0.0,2025-06-01
8:00 pm,13.4,10.1,54,N,11 6,13 7,1021.0,0.0,2025-06-01
7:30 pm,13.9,10.6,54,NNW,11 6,19 10,1021.1,0.0,2025-06-01
7:00 pm,14.2,11.7,52,N,7 4,13 7,1021.1,0.0,2025-06-01
6:30 pm,15.1,11.4,49,N,13 7,20 11,1020.9,0.0,2025-06-01
6:00 pm,15.5,11.8,47,N,13 7,19 10,1020.8,0.0,2025-06-01
5:30 pm,15.8,12.0,45,N,13 7,20 11,1020.8,0.0,2025-06-01
5:00 pm,16.2,11.2,43,N,19 10,28 15,1020.8,0.0,2025-06-01
4:30 pm,16.6,12.3,41,N,15 8,22 12,1020.8,0.0,2025-06-01
4:00 pm,17.4,12.4,40,N,19 10,28 15,1020.8,0.0,2025-06-01
3:30 pm,17.3,12.5,43,N,19 10,28 15,1020.9,0.0,2025-06-01
3:00 pm,17.9,13.5,41,N,17 9,24 13,1021.2,0.0,2025-06-01
2:30 pm,17.5,12.2,43,N,22 12,33 18,1021.5,0.0,2025-06-01
2:00 pm,17.1,11.5,46,N,24 13,35 19,1021.8,0.0,2025-06-01
1:30 pm,17.1,11.6,47,N,24 13,35 19,1022.2,0.0,2025-06-01
1:00 pm,17.1,12.4,48,N,20 11,35 19,1022.4,0.0,2025-06-01
12:30 pm,16.8,11.4,50,N,24 13,39 21,1022.9,0.0,2025-06-01
12:00 pm,16.3,11.2,50,N,22 12,37 20,1023.3,0.0,2025-06-01
11:30 am,16.4,11.6,55,N,22 12,32 17,1023.7,0.0,2025-06-01
11:00 am,15.2,9.8,56,N,24 13,37 20,1024.1,0.0,2025-06-01
10:30 am,14.6,9.3,59,N,24 13,35 19,1024.4,0.0,2025-06-01
10:00 am,14.0,10.5,63,N,15 8,22 12,1024.6,0.0,2025-06-01
9:30 am,11.7,8.8,71,NNE,11 6,15 8,1024.8,0.0,2025-06-01
9:00 am,10.2,7.6,75,N,9 5,13 7,1024.9,0.2,2025-06-01
8:30 am,8.7,5.6,80,N,11 6,17 9,1024.8,0.2,2025-06-01
8:00 am,6.7,4.2,88,N,7 4,11 6,1024.8,0.2,2025-06-01
7:30 am,6.1,3.2,89,NNE,9 5,13 7,1024.9,0.2,2025-06-01
7:00 am,6.3,3.0,88,NNE,11 6,15 8,1024.9,0.2,2025-06-01
6:30 am,6.5,2.9,89,NNE,13 7,19 10,1024.9,0.2,2025-06-01
6:00 am,6.5,3.3,91,NNE,11 6,17 9,1024.8,0.2,2025-06-01
5:30 am,6.4,3.7,95,N,9 5,13 7,1024.8,0.2,2025-06-01
5:00 am,6.1,3.4,97,NNE,9 5,15 8,1024.6,0.2,2025-06-01
4:30 am,6.5,3.9,96,NE,9 5,13 7,1024.8,0.2,2025-06-01
4:00 am,6.8,4.3,99,NNE,9 5,15 8,1024.8,0.0,2025-06-01
3:30 am,6.6,4.0,98,NNE,9 5,15 8,1025.1,0.0,2025-06-01
3:00 am,6.8,4.3,98,NNE,9 5,13 7,1025.4,0.0,2025-06-01
2:30 am,7.0,4.5,98,N,9 5,13 7,1025.5,0.0,2025-06-01
2:00 am,7.2,4.8,98,NNE,9 5,13 7,1025.7,0.0,2025-06-01
1:30 am,7.3,4.9,97,NNE,9 5,9 5,1025.9,0.0,2025-06-01
1:00 am,7.7,5.3,96,NNE,9 5,11 6,1025.9,0.0,2025-06-01
12:30 am,8.1,5.8,96,NE,9 5,13 7,1026.1,0.0,2025-06-01
12:00 am,8.3,6.1,96,NE,9 5,13 7,1026.4,0.0,2025-06-01
