Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.6,9.6,71,NNW,26 14,35 19,1012.9,0.0,2024-03-25
11:00 pm,15.4,11.3,64,N,20 11,35 19,1013.1,0.0,2024-03-25
10:30 pm,15.4,11.4,65,N,20 11,30 16,1012.8,0.0,2024-03-25
10:00 pm,15.6,11.4,62,N,20 11,32 17,1012.7,0.0,2024-03-25
9:30 pm,15.8,11.5,59,NNW,20 11,37 20,1012.5,0.0,2024-03-25
9:00 pm,15.7,11.6,63,NNW,20 11,32 17,1012.4,0.0,2024-03-25
8:30 pm,15.8,13.1,64,N,13 7,20 11,1012.3,0.0,2024-03-25
8:00 pm,15.6,13.2,64,WNW,11 6,20 11,1011.9,0.0,2024-03-25
7:30 pm,16.2,10.2,61,NW,30 16,43 23,1011.4,0.0,2024-03-25
7:19 pm,16.5,10.8,59,NW,28 15,43 23,1011.1,0.0,2024-03-25
