Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.0,12.4,85,SSE,4 2,6 3,1022.2,0.0,2024-03-25
11:00 pm,14.0,13.3,84,SSE,6 3,7 4,1022.1,0.0,2024-03-25
10:30 pm,14.3,14.7,82,CALM,0 0,6 3,1022.1,0.0,2024-03-25
10:00 pm,15.2,14.4,77,SSE,6 3,9 5,1021.9,0.0,2024-03-25
9:30 pm,15.9,15.0,74,S,7 4,13 7,1021.9,0.0,2024-03-25
9:00 pm,16.6,15.3,71,S,9 5,17 9,1021.7,0.0,2024-03-25
8:30 pm,17.3,16.3,73,SSW,9 5,15 8,1021.4,0.0,2024-03-25
8:00 pm,17.6,16.3,72,SSW,11 6,19 10,1021.0,0.0,2024-03-25
7:30 pm,17.9,16.9,70,SSW,9 5,20 11,1020.9,0.0,2024-03-25
7:00 pm,18.5,16.8,67,SW,13 7,19 10,1020.8,0.0,2024-03-25
