Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.2,4.6,63,N,28 15,50 27,995.8,1.8,2025-10-05
11:00 pm,12.2,4.0,53,NNW,35 19,54 29,995.5,1.8,2025-10-05
10:30 pm,13.2,4.3,50,NNW,39 21,70 38,995.3,1.8,2025-10-05
10:28 pm,13.3,5.2,51,NNW,35 19,70 38,995.3,1.8,2025-10-05
10:12 pm,13.9,7.5,55,NNW,28 15,52 28,995.5,1.8,2025-10-05
10:00 pm,13.4,8.3,68,NW,24 13,44 24,995.3,1.8,2025-10-05
9:53 pm,13.4,8.6,67,WNW,22 12,43 23,995.0,1.8,2025-10-05
9:30 pm,14.0,11.9,82,NNW,13 7,24 13,994.7,1.8,2025-10-05
9:00 pm,14.9,10.5,75,N,24 13,39 21,994.5,0.8,2025-10-05
8:40 pm,14.9,9.7,74,N,28 15,46 25,994.6,0.6,2025-10-05
8:30 pm,14.9,9.3,73,N,30 16,46 25,994.5,0.6,2025-10-05
8:00 pm,15.3,10.8,71,N,24 13,39 21,994.8,0.4,2025-10-05
7:30 pm,16.1,8.5,63,N,39 21,57 31,994.6,0.0,2025-10-05
7:00 pm,16.3,8.6,61,N,39 21,59 32,994.6,0.0,2025-10-05
6:30 pm,18.2,10.1,48,N,39 21,63 34,995.0,0.0,2025-10-05
6:00 pm,19.7,9.8,42,N,48 26,72 39,995.5,0.0,2025-10-05
5:30 pm,21.5,12.8,36,N,41 22,70 38,994.3,0.0,2025-10-05
5:00 pm,22.5,13.7,33,N,41 22,63 34,994.0,0.0,2025-10-05
4:30 pm,23.2,13.8,30,N,43 23,65 35,994.0,0.0,2025-10-05
4:00 pm,23.8,12.6,28,N,52 28,78 42,994.4,0.0,2025-10-05
3:32 pm,25.1,15.4,25,N,44 24,95 51,994.1,0.0,2025-10-05
3:30 pm,25.2,16.3,27,N,41 22,67 36,994.1,0.0,2025-10-05
3:00 pm,25.2,15.8,26,N,43 23,72 39,994.0,0.0,2025-10-05
2:30 pm,25.2,13.1,26,N,57 31,89 48,994.6,0.0,2025-10-05
2:00 pm,25.2,14.7,28,N,50 27,78 42,994.9,0.0,2025-10-05
1:30 pm,24.5,12.8,29,N,56 30,78 42,995.1,0.0,2025-10-05
1:00 pm,25.3,15.5,28,N,46 25,72 39,995.4,0.0,2025-10-05
12:30 pm,25.3,14.3,27,NNW,52 28,76 41,996.7,0.0,2025-10-05
12:16 pm,25.7,16.2,26,NNW,44 24,82 44,996.6,0.0,2025-10-05
12:00 pm,26.3,17.6,27,NNW,41 22,80 43,997.1,0.0,2025-10-05
11:30 am,26.2,15.2,26,N,52 28,83 45,997.3,0.0,2025-10-05
11:00 am,25.3,15.8,25,N,43 23,70 38,997.9,0.0,2025-10-05
10:59 am,25.4,16.3,25,N,41 22,70 38,998.0,0.0,2025-10-05
10:37 am,22.3,15.9,33,N,28 15,46 25,999.4,0.0,2025-10-05
10:30 am,20.2,14.5,36,N,24 13,37 20,999.5,0.0,2025-10-05
10:00 am,20.4,13.7,33,N,28 15,43 23,1000.4,0.0,2025-10-05
9:30 am,18.0,11.7,38,N,26 14,39 21,1001.0,0.0,2025-10-05
9:00 am,17.0,10.2,39,N,28 15,41 22,1002.3,0.0,2025-10-05
8:30 am,16.9,9.6,38,N,30 16,41 22,1003.0,0.0,2025-10-05
8:00 am,16.6,10.0,37,N,26 14,39 21,1003.6,0.0,2025-10-05
7:30 am,16.9,9.4,34,N,30 16,46 25,1004.1,0.0,2025-10-05
