Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,20.8,20.2,72,NNW,13 7,17 9,1010.0,0.0,2025-01-12
6:30 am,20.6,20.7,73,NNW,9 5,13 7,1010.0,0.0,2025-01-12
6:00 am,20.4,20.9,74,N,7 4,11 6,1010.0,0.0,2025-01-12
5:30 am,19.8,20.2,76,NNW,7 4,9 5,1009.8,0.0,2025-01-12
5:00 am,19.5,20.4,75,NW,4 2,7 4,1009.7,0.0,2025-01-12
4:30 am,20.0,20.2,72,WNW,7 4,9 5,1009.8,0.0,2025-01-12
4:00 am,20.9,20.7,68,N,9 5,15 8,1009.9,0.0,2025-01-12
3:30 am,21.3,20.2,68,N,15 8,22 12,1010.1,0.0,2025-01-12
3:00 am,21.4,21.0,68,N,11 6,15 8,1010.4,0.0,2025-01-12
2:30 am,21.2,20.8,68,N,11 6,17 9,1010.4,0.0,2025-01-12
2:00 am,20.9,21.0,71,N,9 5,13 7,1010.6,0.0,2025-01-12
1:30 am,20.9,21.6,72,N,6 3,9 5,1010.8,0.0,2025-01-12
1:00 am,21.2,22.1,73,SSE,6 3,9 5,1011.0,0.0,2025-01-12
12:30 am,22.1,22.0,64,NNE,9 5,13 7,1011.3,0.0,2025-01-12
12:00 am,22.4,22.7,63,N,7 4,11 6,1011.4,0.0,2025-01-12
