Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.9,10.3,69,SE,4 2,7 4,1021.4,0.0,2024-11-14
11:00 pm,12.8,11.3,66,ESE,4 2,9 5,1021.6,0.0,2024-11-14
10:30 pm,14.1,11.6,61,ESE,9 5,17 9,1021.3,0.0,2024-11-14
10:00 pm,13.9,11.5,63,SE,9 5,15 8,1021.3,0.0,2024-11-14
9:30 pm,14.2,11.5,63,ESE,11 6,17 9,1020.7,0.0,2024-11-14
9:00 pm,14.4,11.3,62,SE,13 7,22 12,1020.8,0.0,2024-11-14
8:30 pm,14.8,11.2,59,SE,15 8,24 13,1020.8,0.0,2024-11-14
8:00 pm,15.3,12.0,55,SE,13 7,26 14,1020.8,0.0,2024-11-14
7:30 pm,16.3,13.0,51,SE,13 7,22 12,1020.8,0.0,2024-11-14
7:00 pm,17.8,14.2,48,SSE,15 8,30 16,1020.4,0.0,2024-11-14
