Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.8,14.0,94,WNW,4 2,7 4,1024.1,2.8,2023-05-29
11:05 pm,14.4,14.4,95,W,6 3,11 6,1024.0,2.8,2023-05-29
11:00 pm,14.4,14.2,95,W,7 4,11 6,1024.1,2.8,2023-05-29
10:30 pm,14.3,14.3,95,W,6 3,7 4,1023.9,2.8,2023-05-29
10:02 pm,14.6,14.6,94,WNW,6 3,9 5,1023.7,2.8,2023-05-29
10:00 pm,14.6,14.6,93,WNW,6 3,9 5,1023.7,2.8,2023-05-29
9:30 pm,14.7,14.5,93,W,7 4,9 5,1023.4,2.8,2023-05-29
9:00 pm,14.8,14.2,92,W,9 5,15 8,1023.5,2.8,2023-05-29
8:49 pm,14.9,14.0,92,W,11 6,17 9,1023.4,2.8,2023-05-29
8:30 pm,14.9,14.0,92,WSW,11 6,17 9,1023.3,2.8,2023-05-29
8:00 pm,14.6,14.4,94,WSW,7 4,9 5,1023.1,2.8,2023-05-29
7:54 pm,14.6,14.4,93,WSW,7 4,11 6,1023.0,2.8,2023-05-29
7:30 pm,14.9,14.3,92,WSW,9 5,17 9,1022.7,2.8,2023-05-29
7:00 pm,15.0,14.6,94,WSW,9 5,17 9,1022.7,2.8,2023-05-29
6:38 pm,15.1,15.4,97,W,6 3,7 4,1022.6,2.8,2023-05-29
6:30 pm,15.0,15.7,96,WSW,4 2,7 4,1022.4,2.8,2023-05-29
6:28 pm,15.0,16.0,96,WSW,2 1,7 4,1022.4,2.8,2023-05-29
6:00 pm,14.9,15.1,96,WSW,6 3,9 5,1022.2,2.8,2023-05-29
5:57 pm,14.9,14.9,96,WSW,7 4,11 6,1022.1,2.8,2023-05-29
5:51 pm,14.9,15.1,96,SW,6 3,11 6,1022.1,2.8,2023-05-29
