Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,9.4,6.9,69,S,6 3,7 4,1014.5,0.0,2023-10-04
6:30 am,9.0,6.3,69,WSW,7 4,9 5,1013.5,0.0,2023-10-04
6:00 am,9.1,6.3,67,SW,7 4,13 7,1013.1,0.0,2023-10-04
5:30 am,9.1,5.9,66,WSW,9 5,13 7,1013.2,0.0,2023-10-04
5:00 am,9.5,6.7,64,WSW,7 4,9 5,1012.7,0.0,2023-10-04
4:30 am,9.8,7.1,65,SSW,7 4,13 7,1012.8,0.0,2023-10-04
4:00 am,10.3,7.5,61,SSE,7 4,9 5,1012.9,0.0,2023-10-04
3:30 am,10.3,7.4,59,SSW,7 4,11 6,1012.9,0.0,2023-10-04
3:00 am,10.7,7.8,57,SSW,7 4,9 5,1012.8,0.0,2023-10-04
2:30 am,10.9,8.3,58,NE,6 3,9 5,1012.6,0.0,2023-10-04
2:00 am,11.4,8.7,55,W,6 3,11 6,1012.8,0.0,2023-10-04
1:30 am,11.6,6.4,58,NW,20 11,26 14,1012.6,0.0,2023-10-04
1:00 am,11.5,6.9,58,NW,17 9,24 13,1012.3,0.0,2023-10-04
12:30 am,11.1,8.4,60,WSW,7 4,9 5,1012.2,0.0,2023-10-04
12:00 am,11.8,7.9,57,WNW,13 7,17 9,1011.8,0.0,2023-10-04
