Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,16.1,16.0,84,E,6 3,7 4,997.3,0.0,2023-04-07
5:00 pm,16.2,16.0,82,SE,6 3,7 4,997.4,0.0,2023-04-07
4:30 pm,16.2,17.2,82,CALM,0 0,0 0,997.4,0.0,2023-04-07
4:00 pm,16.2,16.5,83,S,4 2,7 4,997.7,0.0,2023-04-07
3:30 pm,16.0,15.8,86,SE,7 4,7 4,998.0,0.0,2023-04-07
3:00 pm,15.9,15.7,86,ESE,7 4,11 6,998.4,0.0,2023-04-07
2:30 pm,16.5,16.2,82,E,7 4,9 5,998.5,0.0,2023-04-07
2:00 pm,16.8,17.8,80,CALM,0 0,0 0,998.7,0.0,2023-04-07
1:30 pm,16.2,17.2,83,CALM,0 0,0 0,999.0,0.0,2023-04-07
1:00 pm,15.8,15.4,90,SSE,9 5,11 6,999.2,0.0,2023-04-07
12:30 pm,16.2,16.9,84,NW,2 1,7 4,999.9,0.0,2023-04-07
12:00 pm,15.9,15.9,90,N,7 4,9 5,1000.6,0.0,2023-04-07
11:30 am,15.4,16.6,90,CALM,0 0,0 0,1000.8,0.0,2023-04-07
11:00 am,15.3,15.3,89,NW,6 3,7 4,1001.3,0.0,2023-04-07
10:30 am,15.4,15.6,93,N,6 3,7 4,1001.7,0.0,2023-04-07
10:00 am,15.0,15.0,92,WNW,6 3,11 6,1002.1,0.0,2023-04-07
9:30 am,14.5,13.9,94,WSW,9 5,13 7,1002.6,0.0,2023-04-07
9:00 am,14.5,15.6,93,CALM,0 0,7 4,1003.1,2.0,2023-04-07
8:30 am,14.5,14.8,94,NW,4 2,7 4,1003.5,2.0,2023-04-07
8:00 am,14.3,15.0,95,S,2 1,6 3,1003.2,2.0,2023-04-07
7:30 am,14.0,15.0,94,CALM,0 0,2 1,1003.4,2.0,2023-04-07
7:00 am,13.9,13.4,93,W,7 4,9 5,1003.4,2.0,2023-04-07
6:30 am,14.0,14.9,93,CALM,0 0,2 1,1003.9,2.0,2023-04-07
6:00 am,14.1,13.0,93,N,11 6,15 8,1003.8,1.8,2023-04-07
5:30 am,14.2,12.6,92,NNW,13 7,19 10,1004.4,1.6,2023-04-07
5:00 am,14.3,12.4,91,NNW,15 8,22 12,1004.6,0.8,2023-04-07
4:30 am,14.6,12.9,88,NNW,13 7,19 10,1004.9,0.2,2023-04-07
4:00 am,15.1,13.3,83,NNW,13 7,20 11,1005.2,0.0,2023-04-07
3:30 am,15.5,13.9,78,NNW,11 6,17 9,1005.2,0.0,2023-04-07
3:00 am,15.4,13.1,79,NNW,15 8,19 10,1005.4,0.0,2023-04-07
2:30 am,14.5,12.9,83,NNW,11 6,15 8,1005.8,0.0,2023-04-07
2:00 am,14.1,13.2,84,NNW,7 4,9 5,1006.1,0.0,2023-04-07
1:30 am,14.2,12.6,84,NNW,11 6,11 6,1006.4,0.0,2023-04-07
1:00 am,14.2,13.3,83,NW,7 4,9 5,1006.7,0.0,2023-04-07
12:30 am,14.4,13.8,83,WNW,6 3,7 4,1007.1,0.0,2023-04-07
12:00 am,14.4,14.8,82,CALM,0 0,6 3,1007.6,0.0,2023-04-07
