Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,17.8,18.3,73,ENE,2 1,7 4,1013.0,0.2,2024-03-16
6:00 am,17.7,18.6,74,CALM,0 0,0 0,1013.1,0.2,2024-03-16
5:30 am,17.9,18.9,74,CALM,0 0,0 0,1013.1,0.2,2024-03-16
5:00 am,18.1,19.2,75,CALM,0 0,0 0,1013.1,0.2,2024-03-16
4:30 am,18.2,19.3,74,CALM,0 0,0 0,1013.2,0.2,2024-03-16
4:00 am,18.6,19.4,68,CALM,0 0,0 0,1013.3,0.2,2024-03-16
3:30 am,19.5,20.5,67,CALM,0 0,0 0,1013.5,0.2,2024-03-16
3:00 am,19.0,20.1,71,CALM,0 0,0 0,1013.7,0.2,2024-03-16
2:30 am,18.3,18.7,69,SE,2 1,6 3,1013.8,0.2,2024-03-16
2:00 am,19.3,18.8,66,SE,7 4,7 4,1013.9,0.2,2024-03-16
1:30 am,18.6,19.5,69,CALM,0 0,0 0,1014.1,0.2,2024-03-16
1:00 am,18.9,19.4,68,SSE,2 1,6 3,1014.3,0.2,2024-03-16
12:30 am,19.4,20.4,67,CALM,0 0,0 0,1014.5,0.2,2024-03-16
12:00 am,19.9,20.8,64,CALM,0 0,0 0,1014.6,0.2,2024-03-16
