Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,-1.8,-4.8,99,N,4 2,7 4,1027.7,0.2,2025-06-29
11:00 pm,-1.5,-3.7,99,CALM,0 0,0 0,1027.6,0.2,2025-06-29
10:30 pm,-0.2,-2.2,99,CALM,0 0,0 0,1027.6,0.2,2025-06-29
10:00 pm,-0.4,-3.6,99,N,6 3,7 4,1027.6,0.2,2025-06-29
9:30 pm,0.1,-3.1,98,E,6 3,11 6,1027.5,0.2,2025-06-29
9:00 pm,0.5,-1.5,98,CALM,0 0,0 0,1027.5,0.2,2025-06-29
8:30 pm,0.7,-1.4,91,CALM,0 0,0 0,1027.1,0.2,2025-06-29
8:00 pm,1.2,-0.6,98,CALM,0 0,0 0,1027.0,0.2,2025-06-29
7:30 pm,1.7,-0.3,88,CALM,0 0,4 2,1026.9,0.2,2025-06-29
7:00 pm,2.6,-0.7,84,ENE,7 4,9 5,1026.6,0.2,2025-06-29
6:30 pm,4.5,1.0,80,NE,9 5,11 6,1026.3,0.2,2025-06-29
6:00 pm,5.5,1.7,76,NNE,11 6,13 7,1026.0,0.2,2025-06-29
5:30 pm,6.2,2.7,70,N,9 5,11 6,1025.8,0.2,2025-06-29
5:00 pm,7.9,3.8,68,NNW,13 7,15 8,1025.8,0.2,2025-06-29
4:30 pm,9.6,5.2,62,NNW,15 8,19 10,1025.6,0.2,2025-06-29
4:00 pm,10.7,6.0,59,NNW,17 9,20 11,1025.4,0.2,2025-06-29
3:30 pm,11.5,6.8,56,N,17 9,22 12,1025.4,0.2,2025-06-29
3:00 pm,11.8,7.1,56,NNW,17 9,20 11,1025.2,0.2,2025-06-29
2:30 pm,11.7,7.0,56,NNW,17 9,22 12,1025.3,0.2,2025-06-29
2:00 pm,12.0,7.8,57,NW,15 8,20 11,1025.3,0.0,2025-06-29
1:30 pm,11.6,7.7,57,WNW,13 7,19 10,1025.4,0.0,2025-06-29
1:00 pm,11.1,7.5,58,WNW,11 6,15 8,1025.6,0.0,2025-06-29
12:30 pm,10.0,8.2,63,NNE,2 1,9 5,1026.1,0.0,2025-06-29
12:00 pm,8.6,5.9,67,WSW,6 3,9 5,1026.6,0.0,2025-06-29
11:30 am,8.3,5.5,71,NW,7 4,11 6,1026.9,0.0,2025-06-29
11:00 am,6.5,4.7,80,WNW,2 1,9 5,1027.1,0.0,2025-06-29
10:30 am,5.6,3.1,88,NW,6 3,9 5,1027.3,0.0,2025-06-29
10:00 am,4.0,2.2,95,NNE,2 1,7 4,1027.6,0.0,2025-06-29
9:30 am,1.5,-1.0,100,NNE,4 2,7 4,1027.6,0.0,2025-06-29
9:00 am,0.2,-3.1,100,NNE,7 4,9 5,1027.2,0.0,2025-06-29
8:57 am,0.3,-3.0,100,NNE,7 4,9 5,1027.2,0.0,2025-06-29
8:41 am,-0.8,-4.6,100,NNE,9 5,11 6,1027.2,0.0,2025-06-29
8:30 am,-1.1,-5.0,99,NNE,9 5,9 5,1027.1,0.0,2025-06-29
8:25 am,-1.4,-4.4,99,NNE,4 2,9 5,1027.1,0.0,2025-06-29
8:24 am,–,–,–,NNE,4 2,7 4,–,–,2025-06-29
8:03 am,–,–,–,CALM,0 0,–,–,–,2025-06-29
8:00 am,-2.6,-4.9,99,CALM,0 0,–,1026.9,–,2025-06-29
7:59 am,–,–,–,CALM,0 0,–,–,–,2025-06-29
7:58 am,–,–,–,CALM,0 0,–,–,–,2025-06-29
7:47 am,–,–,–,CALM,0 0,–,–,–,2025-06-29
7:45 am,–,–,–,CALM,0 0,–,–,–,2025-06-29
7:40 am,–,–,–,CALM,0 0,–,–,–,2025-06-29
7:30 am,–,–,–,CALM,0 0,–,–,–,2025-06-29
7:18 am,–,–,–,CALM,0 0,–,–,–,2025-06-29
7:07 am,–,–,–,NNE,4 2,6 3,–,–,2025-06-29
7:00 am,-5.6,-9.4,99,NNE,6 3,9 5,1026.5,0.0,2025-06-29
6:54 am,–,–,–,NNE,7 4,9 5,–,–,2025-06-29
6:45 am,–,–,–,NNE,7 4,9 5,–,–,2025-06-29
6:40 am,–,–,–,NNE,2 1,9 5,–,–,2025-06-29
6:30 am,–,–,–,NNE,6 3,6 3,–,–,2025-06-29
6:21 am,–,–,–,NNE,6 3,7 4,–,–,2025-06-29
