Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,6.8,4.3,81,SE,6 3,9 5,1027.7,1.0,2023-05-06
11:00 pm,6.1,4.8,86,CALM,0 0,0 0,1027.7,1.0,2023-05-06
10:30 pm,6.7,5.0,83,SW,2 1,6 3,1027.6,1.0,2023-05-06
10:00 pm,6.4,5.0,83,CALM,0 0,7 4,1027.5,1.0,2023-05-06
9:30 pm,6.5,5.1,82,CALM,0 0,0 0,1027.4,1.0,2023-05-06
9:00 pm,6.9,5.6,83,CALM,0 0,7 4,1027.3,1.0,2023-05-06
8:30 pm,7.4,4.9,77,SSE,6 3,7 4,1027.2,1.0,2023-05-06
8:00 pm,8.0,5.9,76,SE,4 2,7 4,1027.0,1.0,2023-05-06
7:30 pm,8.8,6.4,73,SE,6 3,9 5,1026.7,1.0,2023-05-06
7:00 pm,9.3,7.2,69,SSE,4 2,7 4,1026.7,1.0,2023-05-06
6:30 pm,10.4,7.4,65,S,9 5,17 9,1026.5,1.0,2023-05-06
6:00 pm,10.5,7.7,60,SSE,7 4,13 7,1026.1,1.0,2023-05-06
