Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,12.0,12.0,86,CALM,0 0,0 0,1024.2,0.0,2025-03-28
6:30 am,12.1,10.8,87,W,7 4,11 6,1023.9,0.0,2025-03-28
6:00 am,11.9,10.8,87,WNW,6 3,7 4,1024.0,0.0,2025-03-28
5:30 am,11.7,10.0,88,WNW,9 5,9 5,1023.9,0.0,2025-03-28
5:00 am,11.7,9.9,87,NNW,9 5,13 7,1023.9,0.0,2025-03-28
4:30 am,12.0,10.3,87,W,9 5,13 7,1023.9,0.0,2025-03-28
4:00 am,12.3,11.0,86,W,7 4,9 5,1023.8,0.0,2025-03-28
3:30 am,12.3,10.6,85,WSW,9 5,11 6,1023.8,0.0,2025-03-28
3:00 am,12.3,10.6,86,WSW,9 5,13 7,1024.1,0.0,2025-03-28
2:30 am,12.7,11.2,86,SW,9 5,13 7,1024.2,0.0,2025-03-28
2:00 am,12.1,10.7,85,WNW,7 4,11 6,1024.2,0.0,2025-03-28
1:30 am,12.1,10.2,81,W,9 5,11 6,1024.1,0.0,2025-03-28
1:00 am,12.6,10.4,81,WSW,11 6,11 6,1024.3,0.0,2025-03-28
12:30 am,12.7,12.6,80,CALM,0 0,0 0,1024.4,0.0,2025-03-28
12:00 am,12.8,11.3,78,WSW,7 4,9 5,1024.5,0.0,2025-03-28
